price,status,area,price_per_sqft,property_type,locality,builder_name,rera_approval,bhk,society,company_name,flat_type,price_cr,price_segment,area_segment
10700000.0,Under Construction,1138,9450,2 Bhk Apartment In M3M Antalya Hills Phase I,Sector 79,Home,Approved By Rera,2,M3M Antalya Hills Phase I,M3M,Apartment,1.07,Mid Range,Medium
14400000.0,Under Construction,1528,9450,3 Bhk Apartment In M3M Antalya Hills Phase I,Sector 79,Property In Gurgaon,Approved By Rera,3,M3M Antalya Hills Phase I,M3M,Apartment,1.44,Mid Range,Medium
10700000.0,Under Construction,1138,9450,2 Bhk Apartment In M3M Antalya Hills Phase I,Sector 79,Properties For Sale In Gurgaon,Approved By Rera,2,M3M Antalya Hills Phase I,M3M,Apartment,1.07,Mid Range,Medium
40000000.0,Ready to Move,4500,8888,4 Bhk Independent Floor,Sector 57,Mm India Pvt Ltd,Not Approved By Rera,4,Outside Socity,Outside,Plot,4.0,Premium,Ultra Large
24000000.0,Under Construction,1800,13333,3 Bhk Independent Floor In Anant Raj Estate Plots,Sector 63,Mm India Pvt Ltd,Approved By Rera,3,Anant Raj Estate Plots,Anant,Floor,2.4,Premium,Medium
63800000.0,Ready to Move,2282,28000,3 Bhk Apartment In Dlf Park Place,Sector 54,Mm India Pvt Ltd,Not Approved By Rera,3,Dlf Park Place,DLF,Apartment,6.38,Luxury,Large
4500000.0,Ready to Move,920,4891,3 Bhk Apartment,Sector 3A,Seller,Not Approved By Rera,3,Outside Socity,Outside,Plot,0.45,Affordable,Compact
4500000.0,Ready to Move,1000,4500,2 Bhk Apartment,Sector 69,Seller,Not Approved By Rera,2,Outside Socity,Outside,Plot,0.45,Affordable,Medium
9000000.0,Ready to Move,1250,7200,3 Bhk Independent Floor In Bptp Astaire Garden Plots,Sector 70A,Seller,Not Approved By Rera,3,Bptp Astaire Garden Plots,BPTP,Floor,0.9,Affordable,Medium
74900000.0,Under Construction,3800,19736,4 Bhk Apartment In Dlf The Arbour,Sector 63,Seller,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,7.49,Luxury,Ultra Large
19700000.0,Under Construction,2390,8250,4 Bhk Apartment In Navraj The Antalya,Sector 37D,Seller,Approved By Rera,4,Navraj The Antalya,Navraj,Apartment,1.97,Mid Range,Large
80100000.0,Under Construction,3956,20253,4 Bhk Apartment In Dlf The Arbour,Sector 63,Seller,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,8.01,Luxury,Ultra Large
13700000.000000002,Under Construction,1450,9448,3 Bhk Apartment In Ss Cendana Residence,Sector 83,Superb Solution Providers Pvt Ltd,Approved By Rera,3,Ss Cendana Residence,SS,Apartment,1.37,Mid Range,Medium
22000000.0,Ready to Move,2450,8979,4 Bhk Independent Floor,Sector 51,Sharma Realtors Solution,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.2,Premium,Large
15000000.0,Under Construction,1205,12448,3 Bhk Apartment In Signature Global City 81 Phase 2,Sector 81,Sm Realty,Approved By Rera,3,Signature Global City 81 Phase 2,Signature,Apartment,1.5,Mid Range,Medium
44000000.0,Under Construction,1677,26237,3 Bhk Apartment In Adani Brahma Samsara Vilasa,Sector 63,Impex Estates India Private Limited,Approved By Rera,3,Adani Brahma Samsara Vilasa,Adani,Apartment,4.4,Premium,Medium
12000000.0,Ready to Move,1430,8391,3 Bhk Apartment In Mapsko Casa Bella,Sector 82,Bricksblenders,Not Approved By Rera,3,Mapsko Casa Bella,Mapsko,Apartment,1.2,Mid Range,Medium
52500000.0,Ready to Move,2905,18072,4 Bhk Apartment In Tata Primanti,Sector 72,Corvous India Infratech Pvt Ltd,Not Approved By Rera,4,Tata Primanti,Tata,Apartment,5.25,Luxury,Large
4600000.0,Ready to Move,720,6388,1 Bhk Apartment In Ameya Sapphire Eighty Three,Sector 83,Ayuni Direct Realty,Not Approved By Rera,1,Ameya Sapphire Eighty Three,Ameya,Apartment,0.46,Affordable,Compact
30000000.0,Ready to Move,2082,14409,3 Bhk Apartment In Omaxe The Nile,Sector 49,Sagar,Not Approved By Rera,3,Omaxe The Nile,Omaxe,Apartment,3.0,Premium,Large
9900000.0,Ready to Move,1366,7247,2 Bhk Apartment In M3M Woodshire,Sector 107,Home,Not Approved By Rera,2,M3M Woodshire,M3M,Apartment,0.99,Affordable,Medium
45300000.0,Ready to Move,3969,11413,4 Bhk Independent Floor In Unitown Trehan Luxury Floor 63,Sector 63,Property In Gurgaon,Not Approved By Rera,4,Unitown Trehan Luxury Floor 63,Unitown,Floor,4.53,Premium,Ultra Large
120000000.0,Ready to Move,3500,34285,4 Bhk Apartment In Dlf The Belaire,Sector 54,Properties For Sale In Gurgaon,Not Approved By Rera,4,Dlf The Belaire,DLF,Apartment,12.0,Luxury,Ultra Large
35500000.0,Ready to Move,2450,14489,3 Bhk Apartment In Puri Emerald Bay,Sector 104,Bhoomi Realtors,Not Approved By Rera,3,Puri Emerald Bay,Puri,Apartment,3.55,Premium,Large
10500000.0,Ready to Move,1000,10500,2 Bhk Independent Floor In Signature Global City 92,Sector 92,Keshri Real Tech,Not Approved By Rera,2,Signature Global City 92,Signature,Floor,1.05,Mid Range,Medium
19000000.0,Ready to Move,2365,8033,4 Bhk Apartment In Pareena Express Heights,Sector 99A,Angel Bricks,Not Approved By Rera,4,Pareena Express Heights,Pareena,Apartment,1.9,Mid Range,Large
37000000.0,Ready to Move,1975,18734,4 Bhk Apartment In Emaar Emerald Floors Premier,Sector 65,Gk Realtors,Not Approved By Rera,4,Emaar Emerald Floors Premier,Emaar,Apartment,3.7,Premium,Medium
55000000.0,Under Construction,1469,37465,4 Bhk Apartment In Godrej Aristocrat,Sector 49,Yoga Reality,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,5.5,Luxury,Medium
55000000.0,Under Construction,1469,37465,4 Bhk Apartment In Godrej Aristocrat,Sector 49,Gupta Realtors,Approved By Rera,4,Godrej Aristocrat,Godrej,Apartment,5.5,Luxury,Medium
20000000.0,Ready to Move,2000,10000,3 Bhk Independent Floor,Sector 46,Homes Solution,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.0,Premium,Large
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Ethos Pro Realtors,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
26800000.0,Under Construction,2000,13400,3 Bhk Apartment In Trehan Luxury Floors 71,Sector 71,The Assetree,Approved By Rera,3,Trehan Luxury Floors 71,Trehan,Apartment,2.68,Premium,Large
26800000.0,Under Construction,2000,13400,3 Bhk Apartment In Trehan Luxury Floors 71,Sector 71,Bargainer Propmart,Approved By Rera,3,Trehan Luxury Floors 71,Trehan,Apartment,2.68,Premium,Large
27000000.0,Ready to Move,2650,10188,4 Bhk Independent Floor In Emaar Emerald Floors Premier,Sector 65,Golden Frog Realty,Not Approved By Rera,4,Emaar Emerald Floors Premier,Emaar,Floor,2.7,Premium,Large
5700000.0,Ready to Move,632,9018,2 Bhk Apartment In Signature Global Orchard Avenue,Sector 93,Shree Associate,Not Approved By Rera,2,Signature Global Orchard Avenue,Signature,Apartment,0.57,Affordable,Compact
25000000.0,Ready to Move,1950,12820,3 Bhk Independent Floor In Raheja Sushant Lok 1 Floors,Sector 43,Khatri Properties Solution,Not Approved By Rera,3,Raheja Sushant Lok 1 Floors,Raheja,Floor,2.5,Premium,Medium
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Urbankasa,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
26800000.0,Under Construction,2000,13400,3 Bhk Apartment In Trehan Luxury Floors 71,Sector 71,Paarth Realty,Approved By Rera,3,Trehan Luxury Floors 71,Trehan,Apartment,2.68,Premium,Large
12600000.0,Under Construction,1055,12000,2 Bhk Apartment In Signature Global City 79 B,Sector 79,Mehta Real Estate,Approved By Rera,2,Signature Global City 79 B,Signature,Apartment,1.26,Mid Range,Medium
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Empire Landbase,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
21100000.0,Ready to Move,1046,20200,2 Bhk Apartment In Godrej Air,Sector 85,Home,Not Approved By Rera,2,Godrej Air,Godrej,Apartment,2.11,Premium,Medium
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Property In Gurgaon,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Properties For Sale In Gurgaon,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
45000000.0,Ready to Move,3400,13235,4 Bhk Independent Floor In Today Developer 6,Dlf Phase 2,Akhilesh Sharma,Not Approved By Rera,4,Today Developer 6,Today,Floor,4.5,Premium,Ultra Large
26800000.0,Under Construction,2000,13400,3 Bhk Apartment In Trehan Luxury Floors 71,Sector 71,Sevenrealtys,Approved By Rera,3,Trehan Luxury Floors 71,Trehan,Apartment,2.68,Premium,Large
37600000.0,Under Construction,1795,21000,3 Bhk Apartment In M3M M3M Crown,Sector 111,Accurate Realty Venture Private Limited,Approved By Rera,3,M3M M3M Crown,M3M,Apartment,3.76,Premium,Medium
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Today Associates,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
48000000.0,Ready to Move,2802,17130,3 Bhk Apartment In Experion Windchants,Sector 112,Chirag Khatri,Not Approved By Rera,3,Experion W,Experion,Apartment,4.8,Premium,Large
12000000.0,Ready to Move,1322,9077,2 Bhk Apartment In Umang Winter Hills,Sector 77,Khushi Housing Solutions Pvt Ltd,Not Approved By Rera,2,Umang W,Umang,Apartment,1.2,Mid Range,Medium
14500000.0,Ready to Move,1490,9731,2 Bhk Apartment In Godrej 101,Sector 79,True Blue Advisers,Not Approved By Rera,2,Godrej 101,Godrej,Apartment,1.45,Mid Range,Medium
41000000.0,Ready to Move,2185,18764,3 Bhk Apartment,Sector 72,Rising Realtors,Not Approved By Rera,3,Outside Socity,Outside,Plot,4.1,Premium,Large
14900000.0,Ready to Move,1822,8177,3 Bhk Apartment In Umang Winter Hills,Sector 77,Get Home Fix,Not Approved By Rera,3,Umang W,Umang,Apartment,1.49,Mid Range,Medium
22500000.0,Under Construction,1829,12301,3 Bhk Apartment In Godrej Air,Sector 85,Arihant Dream Homes,Approved By Rera,3,Godrej Air,Godrej,Apartment,2.25,Premium,Medium
45000000.0,Ready to Move,3762,11961,4 Bhk Independent Floor In Raheja Sushant Lok 1 Floors,Sector 43,Neer Me Consultant,Not Approved By Rera,4,Raheja Sushant Lok 1 Floors,Raheja,Floor,4.5,Premium,Ultra Large
29000000.0,Under Construction,1855,15633,3 Bhk Apartment In Godrej Meridien,Sector 106,Sansiddhi Homes,Approved By Rera,3,Godrej Meridien,Godrej,Apartment,2.9,Premium,Medium
28000000.0,Ready to Move,2162,12950,4 Bhk Apartment In Shapoorji Pallonji Joyville Phase 1,Sector 102,Gateway Realty,Not Approved By Rera,4,Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment,2.8,Premium,Large
27500000.0,Ready to Move,2103,13076,3 Bhk Apartment In Dlf The Primus,Sector 82A,Neeraj Co,Not Approved By Rera,3,Dlf The Primus,DLF,Apartment,2.75,Premium,Large
34000000.0,Under Construction,1967,17300,3 Bhk Apartment In Krisumi Waterfall Residences,Sector 36A,Gromax India,Approved By Rera,3,Krisumi Waterfall Residences,Krisumi,Apartment,3.4,Premium,Medium
6200000.0,Under Construction,765,8104,2 Bhk Independent House,Sector 104,Sunrise Property Consultants,Not Approved By Rera,2,Outside Socity,Outside,Plot,0.62,Affordable,Compact
28000000.0,Under Construction,1902,14750,3 Bhk Apartment In M3M Golf Hills Phase 1,Sector 79,Ag Luxury Abodes,Approved By Rera,3,M3M Golf Hills Phase 1,M3M,Apartment,2.8,Premium,Medium
27000000.0,Ready to Move,4500,6000,4 Bhk Independent Floor In Reputed Builder Sushant Lok 3,Sector 57,Home,Not Approved By Rera,4,Reputed Builder Sushant Lok 3,Reputed,Floor,2.7,Premium,Ultra Large
4900000.0,Ready to Move,575,8521,2 Bhk Apartment,Sector 93,Property In Gurgaon,Not Approved By Rera,2,Outside Socity,Outside,Plot,0.49,Affordable,Compact
14500000.0,Under Construction,1751,8280,3 Bhk Apartment In Eldeco Acclaim,Sector 2 Sohna,Properties For Sale In Gurgaon,Approved By Rera,3,Eldeco Acclaim,Eldeco,Apartment,1.45,Mid Range,Medium
18500000.0,Ready to Move,1550,11935,2 Bhk Apartment In Puri Emerald Bay,Sector 104,Paramount Associates,Not Approved By Rera,2,Puri Emerald Bay,Puri,Apartment,1.85,Mid Range,Medium
1970000.0,Under Construction,220,8954,1 Rk Studio Apartment In Dlf Magnolias,Sector 42,N S Associates,Approved By Rera,1,Dlf Magnolias,DLF,Apartment,0.2,Affordable,Compact
17100000.0,Under Construction,921,18566,1 Bhk Apartment In Krisumi Waterfall Suites,Sector 36A,Mas Infra,Approved By Rera,1,Krisumi Waterfall Suites,Krisumi,Apartment,1.71,Mid Range,Compact
19300000.0,Ready to Move,1840,10500,3 Bhk Independent Floor In Ahuja Builders 4,Sector 23 Gurgaon,Mangalam Infratech,Not Approved By Rera,3,Ahuja Builders 4,Ahuja,Floor,1.93,Mid Range,Medium
12500000.0,Under Construction,1454,8629,3 Bhk Independent Floor In Landmark Avana 1St Phase,Sector 95,Maa Karni Properties,Approved By Rera,3,Landmark Avana 1St Phase,Landmark,Floor,1.25,Mid Range,Medium
28500000.0,Ready to Move,2010,14179,4 Bhk Apartment In Tulip Violet,Sector 69,Surya Homes Developers,Not Approved By Rera,4,Tulip Violet,Tulip,Apartment,2.85,Premium,Large
25000000.0,Ready to Move,2660,9398,3 Bhk Apartment In Bestech Park View Grand Spa,Sector 81,Smart Homzz,Not Approved By Rera,3,Bestech Park View Grand Spa,Bestech,Apartment,2.5,Premium,Large
22500000.0,Ready to Move,2215,10158,4 Bhk Apartment In Dlf Regal Gardens,Sector 90,Wadhwa Realtors,Not Approved By Rera,4,Dlf Regal Gardens,DLF,Apartment,2.25,Premium,Large
25000000.0,Ready to Move,2550,9803,3 Bhk Independent Floor,Sector 57,Silverkeys Realestate,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.5,Premium,Large
10500000.0,Under Construction,1550,6774,3 Bhk Independent Floor In Signature Global Park 1,Sector 36 Sohna,Gravity Advisors Pvt Ltd,Approved By Rera,3,Signature Global Park 1,Signature,Floor,1.05,Mid Range,Medium
38000000.0,Ready to Move,2600,14615,4 Bhk Independent Floor,Sector 41,Saryu Chadha,Not Approved By Rera,4,Outside Socity,Outside,Plot,3.8,Premium,Large
33900000.0,Ready to Move,2675,12710,4 Bhk Apartment In Bestech Park View Altura,Sector 79,Sandeep Radhe Associates,Not Approved By Rera,4,Bestech Park View Altura,Bestech,Apartment,3.39,Premium,Large
4300000.0,Ready to Move,500,8600,2 Bhk Apartment In Rof Aalayas,Sector 102,Rainbow Realty Rera-311,Not Approved By Rera,2,Rof Aalayas,ROF,Apartment,0.43,Affordable,Compact
17200000.0,Ready to Move,2064,8333,3 Bhk Apartment In Dlf New Town Heights 1,Sector 90,Sagar Real Estates S/C Milestone Buildspace Pvt Ltd,Not Approved By Rera,3,Dlf New Town Heights 1,DLF,Apartment,1.72,Mid Range,Large
7970000.0,Ready to Move,980,8132,2 Bhk Apartment In Umang Winter Hills,Sector 77,Amit,Not Approved By Rera,2,Umang W,Umang,Apartment,0.8,Affordable,Compact
145600000.0,Under Construction,4625,31500,4 Bhk Apartment In Ireo Grand Hyatt,Sector 58,Dream House,Approved By Rera,4,Ireo Grand Hyatt,Ireo,Apartment,14.56,Luxury,Ultra Large
12000000.0,Ready to Move,1283,9353,2 Bhk Apartment In Experion The Heartsong,Sector 108,Ads Realty,Not Approved By Rera,2,Experion The Heartsong,Experion,Apartment,1.2,Mid Range,Medium
8500000.0,New,1296,6558,Residential Plot,Palam Vihar Extension,Home,Not Approved By Rera,0,Outside Socity,Outside,Plot,0.85,Affordable,Medium
11500000.0,Resale,1260,9126,Residential Plot In Bptp District 6 Block L,Sector 84,Property In Gurgaon,Not Approved By Rera,6,Bptp District 6 Block L,BPTP,Plot,1.15,Mid Range,Medium
22200000.000000004,Resale,1602,13888,Residential Plot In Raheja Vanya City Plots,Sector 99A,Properties For Sale In Gurgaon,Approved By Rera,0,Raheja Vanya City Plots,Raheja,Plot,2.22,Premium,Medium
20000000.0,Ready to Move,1800,11111,3 Bhk Independent Floor,Sector 57,Geeta Properrties,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.0,Premium,Medium
5200000.0,Ready to Move,516,10077,2 Bhk Apartment In Apex Our Homes,Sector 37C,Aashiana Realtors,Not Approved By Rera,2,Apex Our Homes,Apex,Apartment,0.52,Affordable,Compact
12500000.0,Ready to Move,1430,8741,2 Bhk Apartment In Vatika The Seven Lamps,Sector 82,R M Reality,Not Approved By Rera,2,Vatika The Seven Lamps,Vatika,Apartment,1.25,Mid Range,Medium
14000000.0,Ready to Move,1800,7777,3 Bhk Independent Floor,Sector 57,Vaishno Associates,Not Approved By Rera,3,Outside Socity,Outside,Plot,1.4,Mid Range,Medium
13200000.0,New,1485,8889,Residential Plot In Faith Ireo Savannah,Sector 35 Sohna,Defence Realtors And Developers,Approved By Rera,0,Faith Ireo Savannah,Faith,Plot,1.32,Mid Range,Medium
22800000.0,Ready to Move,1965,11603,3 Bhk Apartment In Saan Verdante,Sector 95,Prime Associates,Not Approved By Rera,3,Saan Verdante,Saan,Apartment,2.28,Premium,Medium
24600000.0,Ready to Move,2600,9462,4 Bhk Apartment In Central Park Aqua Front Towers,Sector 33 Sohna,Prop Cue,Not Approved By Rera,4,Central Park Aqua Front Towers,Central,Apartment,2.46,Premium,Large
39000000.0,Ready to Move,2700,14444,4 Bhk Independent Floor,Sushant Lok,Shri Sai Realtors,Not Approved By Rera,4,Outside Socity,Outside,Plot,3.9,Premium,Large
172100000.0,Ready to Move,7650,22496,5 Bhk Villa In Vipul Tatvam Villas,Sector 48,Dream Home Realty,Not Approved By Rera,5,Vipul Tatvam Villas,Vipul,Villa,17.21,Luxury,Ultra Large
41500000.0,Under Construction,4500,9222,4 Bhk Independent Floor,Sector 24,Thirty Three Estates Developers,Not Approved By Rera,4,Outside Socity,Outside,Plot,4.15,Premium,Ultra Large
95500000.0,Ready to Move,6371,15000,5 Bhk Apartment In M3M St Andrews Golf Residences,Sector 65,99 Estates Pvt Ltd,Not Approved By Rera,5,M3M St Andrews Golf Residences,M3M,Apartment,9.55,Luxury,Ultra Large
13700000.000000002,New,1575,8761,Residential Plot In Meffier Golden Park,Sector 4 Sohna,Sachin,Approved By Rera,0,Meffier Golden Park,Meffier,Plot,1.37,Mid Range,Medium
13400000.0,Under Construction,1496,9007,3 Bhk Apartment In Signature Global City 93,Sector 93,Whitehousz,Approved By Rera,3,Signature Global City 93,Signature,Apartment,1.34,Mid Range,Medium
18500000.0,Ready to Move,2000,9250,3 Bhk Independent Floor In Uppal Southend,Sector 49,Yasir,Not Approved By Rera,3,Uppal Southend,Uppal,Floor,1.85,Mid Range,Large
286000000.0,Under Construction,1300,220000,2 Bhk Apartment In M3M Capital,Sector 113,Vijayata Enterprises,Approved By Rera,2,M3M Capital,M3M,Apartment,28.6,Luxury,Medium
43800000.0,Ready to Move,2660,16500,3 Bhk Apartment In M3M Merlin,Sector 67,Gurugram Landbase,Not Approved By Rera,3,M3M Merl,M3M,Apartment,4.38,Premium,Large
2380000.0,Under Construction,600,3966,2 Bhk Apartment In Ganga Tathastu,Sector 4 Sohna,Investor'S Landbase,Approved By Rera,2,Ganga Tathastu,Ganga,Apartment,0.24,Affordable,Compact
14400000.0,Under Construction,1528,9450,3 Bhk Apartment In M3M Antalya Hills Phase I,Sector 79,Home,Approved By Rera,3,M3M Antalya Hills Phase I,M3M,Apartment,1.44,Mid Range,Medium
27500000.0,Ready to Move,2700,10185,4 Bhk Independent Floor,Sector 57,Property In Gurgaon,Not Approved By Rera,4,Outside Socity,Outside,Plot,2.75,Premium,Large
22500000.0,Ready to Move,2430,9259,3 Bhk Independent Floor In Ansal Versalia Phase A1,Sector 67,Properties For Sale In Gurgaon,Not Approved By Rera,3,Ansal Versalia Phase A1,Ansal,Floor,2.25,Premium,Large
7000000.0,Ready to Move,915,7650,2 Bhk Apartment In Suncity Avenue 102,Sector 102,Mm India Pvt Ltd,Not Approved By Rera,2,Suncity Avenue 102,Suncity,Apartment,0.7,Affordable,Compact
37000000.0,Ready to Move,2000,18500,3 Bhk Apartment In Central Park Tower C,Sector 48,Seller,Not Approved By Rera,3,Central Park Tower C,Central,Apartment,3.7,Premium,Large
32500000.0,Ready to Move,4300,7558,4 Bhk Independent Floor,Sector 49,Seller,Not Approved By Rera,4,Outside Socity,Outside,Plot,3.25,Premium,Ultra Large
14000000.0,Ready to Move,1231,11372,3 Bhk Independent Floor In Reputed Builder Sushant Lok 3,Sector 57,Seller,Not Approved By Rera,3,Reputed Builder Sushant Lok 3,Reputed,Floor,1.4,Mid Range,Medium
32500000.0,Ready to Move,3200,10156,4 Bhk Independent Floor In Dhara Malibu Town Floors,Sector 47,Seller,Not Approved By Rera,4,Dhara Malibu Town Floors,Dhara,Floor,3.25,Premium,Ultra Large
20000000.0,Ready to Move,1700,11764,3 Bhk Independent Floor,Sector 57,Seller,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.0,Premium,Medium
27000000.0,Ready to Move,3000,9000,3 Bhk Independent Floor In Reputed Builder Huda Colony,Sector 46,Seller,Not Approved By Rera,3,Reputed Builder Huda Colony,Reputed,Floor,2.7,Premium,Ultra Large
25000000.0,Ready to Move,900,27777,2 Bhk Independent House In Surendra Luxury Floor 45,Sector 45,Seller,Not Approved By Rera,2,Surendra Luxury Floor 45,Surendra,House,2.5,Premium,Compact
6500000.0,Ready to Move,715,9090,2 Bhk Apartment In Pyramid Urban Homes 2,Sector 86,Seller,Not Approved By Rera,2,Pyramid Urban Homes 2,Pyramid,Apartment,0.65,Affordable,Compact
26000000.0,Ready to Move,2200,11818,3 Bhk Independent Floor,Sector 47,Seller,Not Approved By Rera,3,Outside Socity,Outside,Plot,2.6,Premium,Large
20000000.0,Ready to Move,2300,8695,3 Bhk Independent Floor In Reputed Builder Huda Colony,Sector 46,Seller,Not Approved By Rera,3,Reputed Builder Huda Colony,Reputed,Floor,2.0,Premium,Large
18000000.0,Ready to Move,1700,10588,3 Bhk Independent Floor In Reputed Builder Huda Colony,Sector 46,Seller,Not Approved By Rera,3,Reputed Builder Huda Colony,Reputed,Floor,1.8,Mid Range,Medium
23000000.0,Ready to Move,2340,9829,3 Bhk Independent Floor In Ansal Esencia,Sector 67,Seller,Not Approved By Rera,3,Ansal Esencia,Ansal,Floor,2.3,Premium,Large
18000000.0,Ready to Move,900,20000,1 Bhk Independent House,Sector 45,Seller,Not Approved By Rera,1,Outside Socity,Outside,Plot,1.8,Mid Range,Compact
15000000.0,Ready to Move,1700,8823,3 Bhk Independent Floor In Vipul World Plots,Sector 48,Seller,Not Approved By Rera,3,Vipul World Plots,Vipul,Floor,1.5,Mid Range,Medium
60199999.99999999,Ready to Move,2150,28000,3 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,3,Dlf Park Place,DLF,Apartment,6.02,Luxury,Large
84800000.0,Ready to Move,3395,25000,4 Bhk Apartment In Conscient Hines Elevate,Sector 59,Seller,Not Approved By Rera,4,Conscient H,Conscient,Apartment,8.48,Luxury,Ultra Large
46000000.0,Ready to Move,2095,22000,3 Bhk Apartment In Conscient Hines Elevate,Sector 59,Home,Not Approved By Rera,3,Conscient H,Conscient,Apartment,4.6,Premium,Large
76100000.0,Ready to Move,2721,28000,4 Bhk Apartment In Dlf Park Place,Sector 54,Property In Gurgaon,Not Approved By Rera,4,Dlf Park Place,DLF,Apartment,7.61,Luxury,Large
50400000.0,Ready to Move,2295,22000,3 Bhk Apartment In Conscient Hines Elevate,Sector 59,Properties For Sale In Gurgaon,Not Approved By Rera,3,Conscient H,Conscient,Apartment,5.04,Luxury,Large
55300000.0,Ready to Move,1975,28000,3 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,3,Dlf Park Place,DLF,Apartment,5.53,Luxury,Medium
52500000.0,Ready to Move,1875,28000,3 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,3,Dlf Park Place,DLF,Apartment,5.25,Luxury,Medium
46900000.00000001,Ready to Move,1677,28000,2 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,2,Dlf Park Place,DLF,Apartment,4.69,Premium,Medium
79900000.0,Under Construction,3978,20110,4 Bhk Apartment In Dlf The Arbour,Sector 63,Seller,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,7.99,Luxury,Ultra Large
57000000.0,Ready to Move,2595,22000,3 Bhk Apartment In Conscient Hines Elevate,Sector 59,Seller,Not Approved By Rera,3,Conscient H,Conscient,Apartment,5.7,Luxury,Large
70000000.0,Under Construction,3950,17722,4 Bhk Apartment In Dlf The Arbour,Sector 63,Seller,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,7.0,Luxury,Ultra Large
75700000.0,Ready to Move,2704,28000,4 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,4,Dlf Park Place,DLF,Apartment,7.57,Luxury,Large
67800000.0,Under Construction,2073,32706,4 Bhk Apartment In Anant Raj The Estate Residences,Sector 63A,Seller,Approved By Rera,4,Anant Raj The Estate Residences,Anant,Apartment,6.78,Luxury,Large
55500000.0,Ready to Move,1983,28000,3 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,3,Dlf Park Place,DLF,Apartment,5.55,Luxury,Medium
55500000.0,Ready to Move,1985,28000,2 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,2,Dlf Park Place,DLF,Apartment,5.55,Luxury,Medium
71400000.0,Ready to Move,2550,28000,4 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,4,Dlf Park Place,DLF,Apartment,7.14,Luxury,Large
56000000.0,Ready to Move,1535,36506,3 Bhk Apartment In Mahindra Luminare,Sector 59,Seller,Not Approved By Rera,3,Mah,Mah,Apartment,5.6,Luxury,Medium
84600000.00000001,Under Construction,2586,32714,4 Bhk Apartment In Anant Raj The Estate Residences,Sector 63A,Seller,Approved By Rera,4,Anant Raj The Estate Residences,Anant,Apartment,8.46,Luxury,Large
65199999.99999999,Ready to Move,2329,28000,3 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,3,Dlf Park Place,DLF,Apartment,6.52,Luxury,Large
74900000.0,Ready to Move,2677,28000,4 Bhk Apartment In Dlf Park Place,Sector 54,Seller,Not Approved By Rera,4,Dlf Park Place,DLF,Apartment,7.49,Luxury,Large
66800000.0,Under Construction,2042,32713,4 Bhk Apartment In Anant Raj The Estate Residences,Sector 63A,Seller,Approved By Rera,4,Anant Raj The Estate Residences,Anant,Apartment,6.68,Luxury,Large
64300000.0,Under Construction,2250,28624,3 Bhk Apartment In Birla Navya Avik Phase 1,Sector 63A,Seller,Approved By Rera,3,Birla Navya Avik Phase 1,Birla,Apartment,6.43,Luxury,Large
20000000.0,Resale,900,22222,Residential Plot,Sector 52,Home,Not Approved By Rera,0,Outside Socity,Outside,Plot,2.0,Premium,Compact
