price,status,area,price_per_sqft,property_type,locality,builder_name,rera_approval,bhk,society,company_name,flat_type,price_cr,price_segment,area_segment
33600000.0,New,2340,14389,Residential Plot In Bptp Astaire Garden Plots,Sector 70A,Upscale Landholdings,Not Approved By Rera,0,Bptp Astaire Garden Plots,BPTP,Plot,3.36,Premium,Large
139300000.0,New,9684,14388,Residential Plot In Bptp Astaire Garden Plots,Sector 70A,Upscale Landholdings,Not Approved By Rera,0,Bptp Astaire Garden Plots,BPTP,Plot,13.93,Luxury,Ultra Large
97900000.0,New,6804,14388,Residential Plot In Bptp Astaire Garden Plots,Sector 70A,Upscale Landholdings,Not Approved By Rera,0,Bptp Astaire Garden Plots,BPTP,Plot,9.79,Luxury,Ultra Large
70500000.0,New,4905,14389,Residential Plot In Bptp Astaire Garden Plots,Sector 70A,Upscale Landholdings,Not Approved By Rera,0,Bptp Astaire Garden Plots,BPTP,Plot,7.05,Luxury,Ultra Large
77900000.0,New,5418,14388,Residential Plot In Bptp Astaire Garden Plots,Sector 70A,Upscale Landholdings,Not Approved By Rera,0,Bptp Astaire Garden Plots,BPTP,Plot,7.79,Luxury,Ultra Large
32300000.0,New,2250,14389,Residential Plot In Bptp Astaire Garden Plots,Sector 70A,Upscale Landholdings,Not Approved By Rera,0,Bptp Astaire Garden Plots,BPTP,Plot,3.23,Premium,Large
35000000.0,Ready to Move,1711,20455,3 Bhk Apartment In Sobha City,Sector 108,Upscale Landholdings,Not Approved By Rera,3,Sobha City,Sobha,Apartment,3.5,Premium,Medium
27500000.0,Ready to Move,1381,19913,2 Bhk Apartment In Sobha City,Sector 108,Upscale Landholdings,Not Approved By Rera,2,Sobha City,Sobha,Apartment,2.75,Premium,Medium
40000000.0,Ready to Move,2072,19305,3 Bhk Apartment In Sobha City,Sector 108,Upscale Landholdings,Not Approved By Rera,3,Sobha City,Sobha,Apartment,4.0,Premium,Large
27200000.000000004,New,4455,6111,Residential Plot In Bptp Amstoria Lutyens Plots,Sector 102,Surender Properties,Not Approved By Rera,0,Bptp Amstoria Lutyens Plots,BPTP,Plot,2.72,Premium,Ultra Large
28000000.0,New,4590,6111,Residential Plot In Bptp Amstoria Lutyens Plots,Sector 102,Surender Properties,Not Approved By Rera,0,Bptp Amstoria Lutyens Plots,BPTP,Plot,2.8,Premium,Ultra Large
13700000.000000002,New,2250,6111,Residential Plot In Bptp Amstoria Lutyens Plots,Sector 102,Surender Properties,Not Approved By Rera,0,Bptp Amstoria Lutyens Plots,BPTP,Plot,1.37,Mid Range,Large
16600000.0,New,2727,6111,Residential Plot In Bptp Amstoria Lutyens Plots,Sector 102,Shree Realstic One,Not Approved By Rera,0,Bptp Amstoria Lutyens Plots,BPTP,Plot,1.66,Mid Range,Large
12300000.0,New,2025,6111,Residential Plot In Bptp Amstoria Lutyens Plots,Sector 102,Shree Realstic One,Not Approved By Rera,0,Bptp Amstoria Lutyens Plots,BPTP,Plot,1.23,Mid Range,Large
11299999.999999998,New,1296,8761,Residential Plot In Meffier Golden Park,Sector 4 Sohna,Shree Realstic One,Approved By Rera,0,Meffier Golden Park,Meffier,Plot,1.13,Mid Range,Medium
72600000.0,Under Construction,3230,22500,4 Bhk Apartment In M3M Mansion,Sector 113,Home,Approved By Rera,4,M3M Mansion,M3M,Apartment,7.26,Luxury,Ultra Large
60700000.0,Under Construction,2700,22500,4 Bhk Apartment In M3M Mansion,Sector 113,Property In Gurgaon,Approved By Rera,4,M3M Mansion,M3M,Apartment,6.07,Luxury,Large
76800000.0,Under Construction,3415,22500,4 Bhk Apartment In M3M Mansion,Sector 113,Properties For Sale In Gurgaon,Approved By Rera,4,M3M Mansion,M3M,Apartment,7.68,Luxury,Ultra Large
66200000.0,Under Construction,2945,22500,4 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,M3M Mansion,M3M,Apartment,6.62,Luxury,Large
45500000.0,Under Construction,2077,21932,3 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,M3M Mansion,M3M,Apartment,4.55,Premium,Large
50500000.0,Under Construction,2336,21656,3 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,M3M Mansion,M3M,Apartment,5.05,Luxury,Large
67500000.0,Under Construction,3000,22500,4 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,M3M Mansion,M3M,Apartment,6.75,Luxury,Ultra Large
51200000.0,Under Construction,2350,21825,3 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,M3M Mansion,M3M,Apartment,5.12,Luxury,Large
70300000.0,Under Construction,3125,22499,4 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,M3M Mansion,M3M,Apartment,7.03,Luxury,Ultra Large
37600000.0,Under Construction,1795,21000,3 Bhk Apartment In M3M M3M Crown,Sector 111,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,M3M M3M Crown,M3M,Apartment,3.76,Premium,Medium
47200000.0,Under Construction,2248,21000,4 Bhk Apartment In M3M M3M Crown,Sector 111,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,M3M M3M Crown,M3M,Apartment,4.72,Premium,Large
32600000.0,Under Construction,1555,21000,3 Bhk Apartment In M3M M3M Crown,Sector 111,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,M3M M3M Crown,M3M,Apartment,3.26,Premium,Medium
52699999.99999999,Under Construction,2510,21000,4 Bhk Apartment In M3M M3M Crown,Sector 111,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,M3M M3M Crown,M3M,Apartment,5.27,Luxury,Large
41000000.0,Under Construction,2282,18000,3 Bhk Apartment In Puri Diplomatic Residences,Sector 111,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,Puri Diplomatic Residences,Puri,Apartment,4.1,Premium,Large
43900000.0,Under Construction,2440,18000,4 Bhk Apartment In Puri Diplomatic Residences,Sector 111,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,Puri Diplomatic Residences,Puri,Apartment,4.39,Premium,Large
42800000.0,Under Construction,2380,18000,3 Bhk Apartment In Puri Diplomatic Residences,Sector 111,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,Puri Diplomatic Residences,Puri,Apartment,4.28,Premium,Large
37500000.0,Under Construction,2275,16500,5 Bhk Apartment In Elan The Presidential,Sector 106,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,5,Elan The Presidential,Elan,Apartment,3.75,Premium,Large
27900000.0,Under Construction,1692,16500,4 Bhk Apartment In Elan The Presidential,Sector 106,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,Elan The Presidential,Elan,Apartment,2.79,Premium,Medium
67600000.0,Under Construction,4100,16500,5 Bhk Apartment In Elan The Presidential,Sector 106,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,5,Elan The Presidential,Elan,Apartment,6.76,Luxury,Ultra Large
44800000.00000001,Under Construction,2717,16500,4 Bhk Apartment In Elan The Presidential,Sector 106,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,Elan The Presidential,Elan,Apartment,4.48,Premium,Large
79900000.0,Under Construction,3950,20253,4 Bhk Apartment In Dlf The Arbour,Sector 63,Home,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,7.99,Luxury,Ultra Large
35000000.0,Under Construction,1750,20000,2 Bhk Apartment In Krisumi Waterside Residence,Sector 36A,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,2,Krisumi Waterside Residence,Krisumi,Apartment,3.5,Premium,Medium
76900000.0,Under Construction,3800,20253,4 Bhk Apartment In Dlf The Arbour,Sector 63,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,Dlf The Arbour,DLF,Apartment,7.69,Luxury,Ultra Large
39200000.0,Under Construction,1964,19959,2 Bhk Apartment In Krisumi Waterside Residence,Sector 36A,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,2,Krisumi Waterside Residence,Krisumi,Apartment,3.92,Premium,Medium
28000000.0,Under Construction,1702,16500,4 Bhk Apartment In Elan The Presidential,Sector 106,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,Elan The Presidential,Elan,Apartment,2.8,Premium,Medium
42900000.0,Under Construction,2600,16500,3 Bhk Apartment In Elan The Presidential,Sector 106,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,Elan The Presidential,Elan,Apartment,4.29,Premium,Large
72600000.0,Under Construction,3230,22500,4 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,M3M Mansion,M3M,Apartment,7.26,Luxury,Ultra Large
60700000.0,Under Construction,2700,22500,4 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,M3M Mansion,M3M,Apartment,6.07,Luxury,Large
76800000.0,Under Construction,3415,22500,4 Bhk Apartment In M3M Mansion,Sector 113,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,4,M3M Mansion,M3M,Apartment,7.68,Luxury,Ultra Large
8400000.0,Ready to Move,1578,5323,2 Bhk Apartment In Imperia Esfera,Sector 37C,Valuemax Advisors Consulting Pvt Ltd,Not Approved By Rera,2,Imperia Esfera,Imperia,Apartment,0.84,Affordable,Medium
10900000.0,Under Construction,1440,7600,3 Bhk Apartment In Signature Global City 37D,Sector 37D,Valuemax Advisors Consulting Pvt Ltd,Approved By Rera,3,Signature Global City 37D,Signature,Apartment,1.09,Mid Range,Medium
9544000.0,Under Construction,1250,7635,3 Bhk Apartment In Signature Global City 37D,Sector 37D,Home,Approved By Rera,3,Signature Global City 37D,Signature,Apartment,0.95,Affordable,Medium
9544000.0,Under Construction,1250,7635,3 Bhk Apartment In Signature Global City 37D,Sector 37D,Property In Gurgaon,Approved By Rera,3,Signature Global City 37D,Signature,Apartment,0.95,Affordable,Medium
10900000.0,Under Construction,1440,7600,3 Bhk Apartment In Signature Global City 37D,Sector 37D,Properties For Sale In Gurgaon,Approved By Rera,3,Signature Global City 37D,Signature,Apartment,1.09,Mid Range,Medium
10900000.0,Under Construction,1440,7600,3 Bhk Apartment In Signature Global City 37D,Sector 37D,Sharma Realtors Solution,Approved By Rera,3,Signature Global City 37D,Signature,Apartment,1.09,Mid Range,Medium
9544000.0,Under Construction,1250,7635,3 Bhk Apartment In Signature Global City 37D,Sector 37D,Sharma Realtors Solution,Approved By Rera,3,Signature Global City 37D,Signature,Apartment,0.95,Affordable,Medium
16000000.0,Ready to Move,2150,7444,3 Bhk Apartment In Bestech Park View Altura,Sector 79,Sharma Realtors Solution,Not Approved By Rera,3,Bestech Park View Altura,Bestech,Apartment,1.6,Mid Range,Large
15200000.0,Ready to Move,2050,7444,3 Bhk Apartment In Bestech Park View Altura,Sector 79,Sharma Realtors Solution,Not Approved By Rera,3,Bestech Park View Altura,Bestech,Apartment,1.52,Mid Range,Large
14900000.0,Ready to Move,2015,7444,3 Bhk Apartment In Bestech Park View Altura,Sector 79,Sharma Realtors Solution,Not Approved By Rera,3,Bestech Park View Altura,Bestech,Apartment,1.49,Mid Range,Large
19900000.0,Ready to Move,2675,7444,4 Bhk Apartment In Bestech Park View Altura,Sector 79,Sharma Realtors Solution,Not Approved By Rera,4,Bestech Park View Altura,Bestech,Apartment,1.99,Mid Range,Large
11900000.0,Ready to Move,1410,8439,2 Bhk Apartment In Bptp Terra,Sector 37D,Sharma Realtors Solution,Not Approved By Rera,2,Bptp Terra,BPTP,Apartment,1.19,Mid Range,Medium
17500000.0,Ready to Move,2191,7987,4 Bhk Apartment In Bptp Terra,Sector 37D,Sharma Realtors Solution,Not Approved By Rera,4,Bptp Terra,BPTP,Apartment,1.75,Mid Range,Large
15300000.0,Ready to Move,1811,8448,3 Bhk Apartment In Bptp Terra,Sector 37D,Home,Not Approved By Rera,3,Bptp Terra,BPTP,Apartment,1.53,Mid Range,Medium
15300000.0,Ready to Move,1811,8448,3 Bhk Apartment In Bptp Terra,Sector 37D,Property In Gurgaon,Not Approved By Rera,3,Bptp Terra,BPTP,Apartment,1.53,Mid Range,Medium
11900000.0,Ready to Move,1410,8439,2 Bhk Apartment In Bptp Terra,Sector 37D,Properties For Sale In Gurgaon,Not Approved By Rera,2,Bptp Terra,BPTP,Apartment,1.19,Mid Range,Medium
15300000.0,Ready to Move,1811,8448,3 Bhk Apartment In Bptp Terra,Sector 37D,Sharma Realtors Solution,Not Approved By Rera,3,Bptp Terra,BPTP,Apartment,1.53,Mid Range,Medium
2600000.0,Under Construction,634,4100,2 Bhk Apartment In Perfect Zara Aavaas,Sector 104,Sharma Realtors Solution,Approved By Rera,2,Perfect Zara Aavaas,Perfect,Apartment,0.26,Affordable,Compact
27500000.0,Under Construction,1250,22000,1 Bhk Apartment In Krisumi Waterside Residence,Sector 36A,Sharma Realtors Solution,Approved By Rera,1,Krisumi Waterside Residence,Krisumi,Apartment,2.75,Premium,Medium
22000000.0,Under Construction,1000,22000,1 Bhk Apartment In Krisumi Waterside Residence,Sector 36A,Sharma Realtors Solution,Approved By Rera,1,Krisumi Waterside Residence,Krisumi,Apartment,2.2,Premium,Medium
54000000.0,Under Construction,2700,20000,3 Bhk Apartment In Krisumi Waterside Residence,Sector 36A,Surendra Realtors,Approved By Rera,3,Krisumi Waterside Residence,Krisumi,Apartment,5.4,Luxury,Large
45000000.0,Under Construction,2250,20000,3 Bhk Apartment In Krisumi Waterside Residence,Sector 36A,Get Home Fix,Approved By Rera,3,Krisumi Waterside Residence,Krisumi,Apartment,4.5,Premium,Large
35000000.0,Under Construction,1750,20000,2 Bhk Apartment In Krisumi Waterside Residence,Sector 36A,Get Home Fix,Approved By Rera,2,Krisumi Waterside Residence,Krisumi,Apartment,3.5,Premium,Medium
39200000.0,Under Construction,1964,19959,2 Bhk Apartment In Krisumi Waterside Residence,Sector 36A,Get Home Fix,Approved By Rera,2,Krisumi Waterside Residence,Krisumi,Apartment,3.92,Premium,Medium
1452000.0,Under Construction,399,3639,1 Bhk Apartment In Signature Global Golf Green,Sector 79,Get Home Fix,Approved By Rera,1,Signature Global Golf Green,Signature,Apartment,0.15,Affordable,Compact
15900000.0,Under Construction,1372,11600,3 Bhk Apartment In Whiteland Blissville,Sector 76,Get Home Fix,Approved By Rera,3,Whiteland Blissville,Whiteland,Apartment,1.59,Mid Range,Medium
15900000.0,Under Construction,1372,11600,3 Bhk Apartment In Whiteland Blissville,Sector 76,Property Mantra,Approved By Rera,3,Whiteland Blissville,Whiteland,Apartment,1.59,Mid Range,Medium
19300000.0,Under Construction,1672,11600,3 Bhk Apartment In Whiteland Blissville,Sector 76,Property Mantra,Approved By Rera,3,Whiteland Blissville,Whiteland,Apartment,1.93,Mid Range,Medium
19300000.0,Under Construction,1672,11600,3 Bhk Apartment In Whiteland Blissville,Sector 76,Home,Approved By Rera,3,Whiteland Blissville,Whiteland,Apartment,1.93,Mid Range,Medium
15900000.0,Under Construction,1372,11600,3 Bhk Apartment In Whiteland Blissville,Sector 76,Property In Gurgaon,Approved By Rera,3,Whiteland Blissville,Whiteland,Apartment,1.59,Mid Range,Medium
15900000.0,Under Construction,1372,11600,3 Bhk Apartment In Whiteland Blissville,Sector 76,Properties For Sale In Gurgaon,Approved By Rera,3,Whiteland Blissville,Whiteland,Apartment,1.59,Mid Range,Medium
19300000.0,Under Construction,1672,11600,3 Bhk Apartment In Whiteland Blissville,Sector 76,Wealthy Walls,Approved By Rera,3,Whiteland Blissville,Whiteland,Apartment,1.93,Mid Range,Medium
6200000.0,Ready to Move,1600,3875,3 Bhk Apartment,Sector 92,Wealthy Walls,Not Approved By Rera,3,Outside Socity,Outside,Plot,0.62,Affordable,Medium
6794000.0,Under Construction,1120,6066,3 Bhk Apartment In Signature Global Park 4 And 5,Sector 36 Sohna,Wealthy Walls,Approved By Rera,3,Signature Global Park 4 And 5,Signature,Apartment,0.68,Affordable,Medium
6230000.0,Under Construction,1020,6107,2 Bhk Apartment In Signature Global Park 4 And 5,Sector 36 Sohna,Rajendra Singh Negi,Approved By Rera,2,Signature Global Park 4 And 5,Signature,Apartment,0.62,Affordable,Medium
6230000.0,Under Construction,1020,6107,2 Bhk Apartment In Signature Global Park 4 And 5,Sector 36 Sohna,Census Consultant,Approved By Rera,2,Signature Global Park 4 And 5,Signature,Apartment,0.62,Affordable,Medium
6794000.0,Under Construction,1120,6066,3 Bhk Apartment In Signature Global Park 4 And 5,Sector 36 Sohna,Census Consultant,Approved By Rera,3,Signature Global Park 4 And 5,Signature,Apartment,0.68,Affordable,Medium
12100000.0,Under Construction,1423,8503,3 Bhk Apartment In Smart Smart World Gems,Sector 89,Census Consultant,Approved By Rera,3,Smart Smart World Gems,Smart,Apartment,1.21,Mid Range,Medium
9304000.0,Under Construction,1103,8435,2 Bhk Apartment In Smart Smart World Gems,Sector 89,Census Consultant,Approved By Rera,2,Smart Smart World Gems,Smart,Apartment,0.93,Affordable,Medium
9000000.0,Under Construction,1067,8434,2 Bhk Apartment In Smart Smart World Gems,Sector 89,Census Consultant,Approved By Rera,2,Smart Smart World Gems,Smart,Apartment,0.9,Affordable,Medium
13899999.999999998,Under Construction,1614,8674,3 Bhk Apartment In Dlf Garden City Independent Floor,Sector 93,Census Consultant,Approved By Rera,3,Dlf Garden City Independent Floor,DLF,Apartment,1.39,Mid Range,Medium
13899999.999999998,Under Construction,1614,8674,3 Bhk Apartment In Dlf Garden City Independent Floor,Sector 93,Home,Approved By Rera,3,Dlf Garden City Independent Floor,DLF,Apartment,1.39,Mid Range,Medium
23500000.0,Ready to Move,2350,10000,3 Bhk Apartment In Aipl The Peaceful Homes,Sector 70A,Property In Gurgaon,Not Approved By Rera,3,Aipl The Peaceful Homes,AIPL,Apartment,2.35,Premium,Large
21500000.0,Ready to Move,2150,10000,3 Bhk Apartment In Aipl The Peaceful Homes,Sector 70A,Properties For Sale In Gurgaon,Not Approved By Rera,3,Aipl The Peaceful Homes,AIPL,Apartment,2.15,Premium,Large
23500000.0,Ready to Move,2350,10000,3 Bhk Apartment In Aipl The Peaceful Homes,Sector 70A,Census Consultant,Not Approved By Rera,3,Aipl The Peaceful Homes,AIPL,Apartment,2.35,Premium,Large
21500000.0,Ready to Move,2150,10000,3 Bhk Apartment In Aipl The Peaceful Homes,Sector 70A,Census Consultant,Not Approved By Rera,3,Aipl The Peaceful Homes,AIPL,Apartment,2.15,Premium,Large
29200000.0,Ready to Move,2925,10016,4 Bhk Apartment In Aipl The Peaceful Homes,Sector 70A,Census Consultant,Not Approved By Rera,4,Aipl The Peaceful Homes,AIPL,Apartment,2.92,Premium,Large
17200000.0,Ready to Move,1719,10006,2 Bhk Apartment In Aipl The Peaceful Homes,Sector 70A,Census Consultant,Not Approved By Rera,2,Aipl The Peaceful Homes,AIPL,Apartment,1.72,Mid Range,Medium
15700000.0,Ready to Move,1565,10032,2 Bhk Apartment In Aipl The Peaceful Homes,Sector 70A,Census Consultant,Not Approved By Rera,2,Aipl The Peaceful Homes,AIPL,Apartment,1.57,Mid Range,Medium
24700000.000000004,Ready to Move,2475,10020,3 Bhk Apartment In Aipl The Peaceful Homes,Sector 70A,Census Consultant,Not Approved By Rera,3,Aipl The Peaceful Homes,AIPL,Apartment,2.47,Premium,Large
21000000.0,Under Construction,1711,12273,3 Bhk Apartment In Sobha City,Sector 108,Census Consultant,Approved By Rera,3,Sobha City,Sobha,Apartment,2.1,Premium,Medium
16000000.0,Under Construction,1381,11585,2 Bhk Apartment In Sobha City,Sector 108,Census Consultant,Approved By Rera,2,Sobha City,Sobha,Apartment,1.6,Mid Range,Medium
16000000.0,Under Construction,1381,11585,2 Bhk Apartment In Sobha City,Sector 108,Home,Approved By Rera,2,Sobha City,Sobha,Apartment,1.6,Mid Range,Medium
27500000.0,Under Construction,2072,13272,3 Bhk Apartment In Sobha City,Sector 108,Property In Gurgaon,Approved By Rera,3,Sobha City,Sobha,Apartment,2.75,Premium,Large
27500000.0,Under Construction,2072,13272,3 Bhk Apartment In Sobha City,Sector 108,Properties For Sale In Gurgaon,Approved By Rera,3,Sobha City,Sobha,Apartment,2.75,Premium,Large
24400000.0,Ready to Move,3154,7752,4 Bhk Villa In Bptp Astaire Garden Floors,Sector 70A,Census Consultant,Not Approved By Rera,4,Bptp Astaire Garden Floors,BPTP,Villa,2.44,Premium,Ultra Large
13600000.000000002,Ready to Move,1765,7751,3 Bhk Villa In Bptp Astaire Garden Floors,Sector 70A,Census Consultant,Not Approved By Rera,3,Bptp Astaire Garden Floors,BPTP,Villa,1.36,Mid Range,Medium
17400000.0,Ready to Move,2250,7752,3 Bhk Villa In Bptp Astaire Garden Floors,Sector 70A,Census Consultant,Not Approved By Rera,3,Bptp Astaire Garden Floors,BPTP,Villa,1.74,Mid Range,Large
12600000.0,Ready to Move,1205,10456,2 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not Approved By Rera,2,Ashiana Anmol,Ashiana,Apartment,1.26,Mid Range,Medium
18200000.0,Ready to Move,1776,10247,3 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not Approved By Rera,3,Ashiana Anmol,Ashiana,Apartment,1.82,Mid Range,Medium
12100000.0,Ready to Move,1180,10254,3 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not Approved By Rera,3,Ashiana Anmol,Ashiana,Apartment,1.21,Mid Range,Medium
19300000.0,Ready to Move,1884,10244,3 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not Approved By Rera,3,Ashiana Anmol,Ashiana,Apartment,1.93,Mid Range,Medium
12900000.0,Ready to Move,1262,10221,3 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not Approved By Rera,3,Ashiana Anmol,Ashiana,Apartment,1.29,Mid Range,Medium
10200000.0,Ready to Move,996,10240,3 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Home,Not Approved By Rera,3,Ashiana Anmol,Ashiana,Apartment,1.02,Mid Range,Compact
10200000.0,Ready to Move,996,10240,3 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Property In Gurgaon,Not Approved By Rera,3,Ashiana Anmol,Ashiana,Apartment,1.02,Mid Range,Compact
15600000.0,Ready to Move,1527,10216,3 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Properties For Sale In Gurgaon,Not Approved By Rera,3,Ashiana Anmol,Ashiana,Apartment,1.56,Mid Range,Medium
15600000.0,Ready to Move,1527,10216,3 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not Approved By Rera,3,Ashiana Anmol,Ashiana,Apartment,1.56,Mid Range,Medium
8141000.0,Ready to Move,780,10437,2 Bhk Apartment In Ashiana Anmol,Sector 33 Sohna,Census Consultant,Not Approved By Rera,2,Ashiana Anmol,Ashiana,Apartment,0.81,Affordable,Compact
18000000.0,Under Construction,2637,6826,4 Bhk Apartment In Ss Linden,Sector 84,Census Consultant,Approved By Rera,4,Ss L,SS,Apartment,1.8,Mid Range,Large
11900000.0,Ready to Move,1410,8439,2 Bhk Apartment In Bptp Terra,Sector 37D,Census Consultant,Not Approved By Rera,2,Bptp Terra,BPTP,Apartment,1.19,Mid Range,Medium
17500000.0,Ready to Move,2191,7987,4 Bhk Apartment In Bptp Terra,Sector 37D,Census Consultant,Not Approved By Rera,4,Bptp Terra,BPTP,Apartment,1.75,Mid Range,Large
15300000.0,Ready to Move,1811,8448,3 Bhk Apartment In Bptp Terra,Sector 37D,Census Consultant,Not Approved By Rera,3,Bptp Terra,BPTP,Apartment,1.53,Mid Range,Medium
13100000.0,Ready to Move,1310,10000,2 Bhk Apartment In Godrej Nature Plus,Sector 33 Sohna,Home,Not Approved By Rera,2,Godrej Nature Plus,Godrej,Apartment,1.31,Mid Range,Medium
13100000.0,Ready to Move,1310,10000,2 Bhk Apartment In Godrej Nature Plus,Sector 33 Sohna,Properties For Sale In Gurgaon,Not Approved By Rera,2,Godrej Nature Plus,Godrej,Apartment,1.31,Mid Range,Medium
13100000.0,Ready to Move,1310,10000,2 Bhk Apartment In Godrej Nature Plus,Sector 33 Sohna,Census Consultant,Not Approved By Rera,2,Godrej Nature Plus,Godrej,Apartment,1.31,Mid Range,Medium
16399999.999999998,Ready to Move,1640,10000,3 Bhk Apartment In Godrej Nature Plus,Sector 33 Sohna,Census Consultant,Not Approved By Rera,3,Godrej Nature Plus,Godrej,Apartment,1.64,Mid Range,Medium
19800000.0,Ready to Move,1986,10000,3 Bhk Apartment In Godrej Nature Plus,Sector 33 Sohna,Census Consultant,Not Approved By Rera,3,Godrej Nature Plus,Godrej,Apartment,1.98,Mid Range,Medium
15000000.0,Ready to Move,2003,7488,3 Bhk Apartment In Experion The Heartsong,Sector 108,Census Consultant,Not Approved By Rera,3,Experion The Heartsong,Experion,Apartment,1.5,Mid Range,Large
21000000.0,Ready to Move,2779,7556,4 Bhk Apartment In Experion The Heartsong,Sector 108,Census Consultant,Not Approved By Rera,4,Experion The Heartsong,Experion,Apartment,2.1,Premium,Large
9000000.0,Ready to Move,1283,7014,2 Bhk Apartment In Experion The Heartsong,Sector 108,Census Consultant,Not Approved By Rera,2,Experion The Heartsong,Experion,Apartment,0.9,Affordable,Medium
13000000.0,Ready to Move,1758,7394,3 Bhk Apartment In Experion The Heartsong,Sector 108,Census Consultant,Not Approved By Rera,3,Experion The Heartsong,Experion,Apartment,1.3,Mid Range,Medium
10000000.0,Ready to Move,1225,8163,3 Bhk Apartment In Surendra Homes 3,Sector 52,Home,Not Approved By Rera,3,Surendra Homes 3,Surendra,Apartment,1.0,Mid Range,Medium
9500000.0,Ready to Move,1700,5588,3 Bhk Apartment In Surendra Homes 4,Sector 48,Property In Gurgaon,Not Approved By Rera,3,Surendra Homes 4,Surendra,Apartment,0.95,Affordable,Medium
7800000.0,Ready to Move,1200,6500,3 Bhk Apartment In Surendra Janki Kunj,Sector 30,Properties For Sale In Gurgaon,Not Approved By Rera,3,Surendra Janki Kunj,Surendra,Apartment,0.78,Affordable,Medium
6800000.0,Ready to Move,850,8000,2 Bhk Apartment In Surendra Janki Kunj,Sector 30,Surendra Realtors,Not Approved By Rera,2,Surendra Janki Kunj,Surendra,Apartment,0.68,Affordable,Compact
4800000.0,Ready to Move,850,5647,2 Bhk Apartment In Surendra Homes Dream Apartment,Sector 12 A,Surendra Realtors,Not Approved By Rera,2,Surendra Homes Dream Apartment,Surendra,Apartment,0.48,Affordable,Compact
7901000.000000001,Ready to Move,1578,5007,2 Bhk Apartment In Imperia Esfera,Sector 37C,Surendra Realtors,Not Approved By Rera,2,Imperia Esfera,Imperia,Apartment,0.79,Affordable,Medium
14000000.0,Ready to Move,2250,6222,3 Bhk Independent Floor In Ansal Sushant Lok 2,Sector 55,Surendra Realtors,Not Approved By Rera,3,Ansal Sushant Lok 2,Ansal,Floor,1.4,Mid Range,Large
16000000.0,Ready to Move,2350,6808,3 Bhk Independent Floor,Sector 57,Surendra Realtors,Not Approved By Rera,3,Outside Socity,Outside,Plot,1.6,Mid Range,Large
16500000.0,Ready to Move,2300,7173,4 Bhk Independent Floor,Sector 56,Surendra Realtors,Not Approved By Rera,4,Outside Socity,Outside,Plot,1.65,Mid Range,Large
14500000.0,Ready to Move,2350,6170,4 Bhk Independent Floor In Ansal Sushant Lok 2,Sector 55,Samar Estate,Not Approved By Rera,4,Ansal Sushant Lok 2,Ansal,Floor,1.45,Mid Range,Large
