sector,price,price_per_sqft,built_up_area,bedRoom,bathroom,property_type,latitude,longitude
sector 103,1.1,6243.0,1500.0,3.0,3.0,flat,28.4949,76.9845
manesar,0.5,3846.0,1300.0,2.0,2.0,flat,28.3515,76.9428
sector 85,1.05,6402.0,1484.0,2.0,2.0,flat,28.4042,76.9513
sector 67a,0.55,10516.0,581.0,2.0,2.0,flat,28.396,77.0372
sector 90,0.7,5323.0,1350.0,2.0,2.0,flat,28.4085,76.9369
sector 81,1.0,8000.0,1131.0,2.0,2.0,flat,28.3867,76.9485
sector 54,1.75,7955.0,1900.0,3.0,4.0,flat,28.4348,77.1089
sohna road,0.9,6254.0,1599.0,3.0,3.0,flat,,
sector 103,1.01,8080.0,1338.0,2.0,2.0,flat,28.4949,76.9845
sector 109,9.5,26389.0,3600.0,5.0,5.0,house,28.5073,77.0089
sector 28,9.0,27778.0,3240.0,6.0,7.0,house,28.4728,77.0865
sector 82,3.2,14350.0,2160.0,3.0,4.0,house,28.3935,76.96
sector 106,0.97,8818.0,1200.0,2.0,2.0,flat,28.5007,77.0003
sector 48,7.35,22812.0,3222.0,4.0,5.0,house,28.4177,77.0359
sector 92,0.82,5384.0,1523.0,3.0,3.0,flat,28.4079,76.9153
sector 8,0.32,7111.0,450.0,2.0,3.0,house,28.3738,76.897
sector 86,1.4,5942.0,2132.0,4.0,4.0,flat,28.3986,76.9384
sector 70,2.35,9792.0,2667.0,4.0,4.0,flat,28.3968,77.0233
sector 33,3.3,13750.0,2667.0,3.0,3.0,flat,28.442,77.0207
sector 61,2.0,12912.0,1721.0,3.0,3.0,flat,28.405,77.0963
sector 82a,2.7,10481.0,2576.0,4.0,4.0,flat,28.3858,76.9686
sector 82,5.0,15432.0,3240.0,4.0,4.0,house,28.3935,76.96
sector 4,0.65,10317.0,70.0,1.0,1.0,house,28.4738,77.0107
sector 72,3.4,15561.0,2185.0,3.0,4.0,flat,28.4225,77.0211
sector 111,3.9,13000.0,2996.0,4.0,5.0,flat,28.5238,77.032
sector 66,1.51,15130.0,1188.0,2.0,2.0,flat,28.3925,77.0541
sector 86,1.6,8294.0,1746.0,3.0,3.0,flat,28.3986,76.9384
sector 92,1.25,6098.0,2278.0,3.0,3.0,flat,28.4079,76.9153
sohna road,0.4,6557.0,669.0,2.0,2.0,flat,,
sector 37,1.1,5405.0,1899.0,3.0,4.0,flat,28.4375,76.9999
sector 83,1.0,5747.0,1575.0,3.0,3.0,flat,28.3986,76.9647
sector 79,1.93,8532.0,2047.0,3.0,4.0,flat,28.3624,76.9787
sector 85,1.05,6162.0,1512.0,2.0,2.0,flat,28.4042,76.9513
sector 68,0.82,6949.0,1068.0,2.0,2.0,flat,28.3853,77.0484
sector 85,0.55,5789.0,1050.0,2.0,2.0,flat,28.4042,76.9513
sector 103,3.15,6702.0,4700.0,4.0,5.0,house,28.4949,76.9845
sector 102,1.6,9697.0,1315.0,3.0,3.0,flat,28.475,76.9715
sector 47,2.4,11505.0,1888.0,3.0,3.0,flat,28.4276,77.0492
sector 90,1.3,5253.0,2134.0,4.0,5.0,flat,28.4085,76.9369
sector 106,5.6,14000.0,4000.0,5.0,4.0,house,28.5007,77.0003
sector 48,1.8,10251.0,1951.0,3.0,4.0,flat,28.4177,77.0359
sector 109,1.68,6601.0,2303.0,3.0,3.0,flat,28.5073,77.0089
sector 49,6.75,15000.0,4500.0,5.0,4.0,house,28.4121,77.048
sector 76,1.46,5499.0,2398.0,4.0,6.0,flat,28.3935,76.9888
sector 78,1.2,6494.0,2045.0,3.0,3.0,flat,28.3733,76.9729
sector 11,0.36,5150.0,699.0,2.0,2.0,flat,28.4531,77.0202
sohna road,0.25,5187.0,535.0,2.0,2.0,flat,,
sector 4,0.39,4105.0,950.0,2.0,2.0,flat,28.4738,77.0107
sector 7,0.45,5000.0,1000.0,3.0,2.0,house,28.4644,77.0143
sector 43,10.85,28841.0,3762.0,8.0,8.0,house,28.4629,77.0772
sector 11,0.9,10000.0,900.0,2.0,4.0,house,28.4531,77.0202
sector 85,1.3,7927.0,1484.0,2.0,2.0,flat,28.4042,76.9513
sector 90,2.0,7334.0,2468.0,4.0,4.0,flat,28.4085,76.9369
sector 72,3.85,13253.0,2629.0,4.0,5.0,flat,28.4225,77.0211
sector 107,0.28,5726.0,543.0,2.0,2.0,flat,28.5052,76.9729
sector 48,4.75,20299.0,2340.0,7.0,7.0,house,28.4177,77.0359
sector 92,0.5,5000.0,905.0,2.0,2.0,flat,28.4079,76.9153
sector 70a,1.3,9220.0,1426.0,2.0,2.0,flat,,
sector 89,1.2,8433.0,1581.0,3.0,3.0,flat,28.4253,76.9439
sector 112,2.5,13889.0,1939.03,2.0,2.0,flat,28.5189,77.0183
sector 88,0.92,6815.0,1350.0,2.0,2.0,flat,28.422,76.9571
sector 12,2.9,10741.0,2700.0,7.0,7.0,house,28.4723,77.032
sector 68,1.25,10246.0,938.0,2.0,2.0,flat,28.3853,77.0484
sector 102,2.1,9772.0,1945.0,3.0,4.0,flat,28.475,76.9715
sector 23,5.65,17706.0,5000.0,7.0,7.0,house,28.5121,77.0478
sector 106,1.25,10656.0,1305.0,3.0,4.0,flat,28.5007,77.0003
sector 102,1.3,7879.0,1315.0,3.0,3.0,flat,28.475,76.9715
sector 90,1.2,6218.0,1747.0,3.0,3.0,flat,28.4085,76.9369
sector 11,0.33,4269.0,761.0,2.0,2.0,flat,28.4531,77.0202
gwal pahari,1.38,9650.0,1294.0,3.0,3.0,flat,28.4484,77.021
sector 37,1.2,6916.0,1635.0,3.0,4.0,flat,28.4375,76.9999
sector 2,1.55,8073.0,1738.0,3.0,4.0,flat,28.5095,77.032
sector 85,1.04,8320.0,1550.0,2.0,2.0,flat,28.4042,76.9513
sector 66,11.0,33951.0,3240.0,5.0,6.0,house,28.3925,77.0541
sector 2,1.0,10000.0,1000.0,2.0,3.0,flat,28.5095,77.032
manesar,1.65,5893.0,3111.0,4.0,3.0,flat,28.3515,76.9428
sector 102,1.91,9550.0,1587.0,3.0,4.0,flat,28.475,76.9715
sector 2,0.35,4375.0,800.0,2.0,2.0,flat,28.5095,77.032
sector 70a,6.5,27873.0,2332.0,4.0,4.0,house,,
sector 50,8.45,26153.0,3231.0,3.0,3.0,house,28.4178,77.0628
sector 106,1.4,6001.0,1593.0,3.0,4.0,flat,28.5007,77.0003
sector 28,1.35,11739.0,1120.0,2.0,2.0,flat,28.4728,77.0865
sector 37,1.0,6506.0,1708.0,3.0,3.0,flat,28.4375,76.9999
sector 37d,1.27,8089.0,1570.0,3.0,3.0,house,28.4478,76.9703
gwal pahari,1.0,13333.0,833.0,2.0,2.0,flat,28.4484,77.021
sector 83,1.04,5699.0,1500.0,3.0,2.0,flat,28.3986,76.9647
sector 78,0.95,5491.0,1730.0,3.0,3.0,flat,28.3733,76.9729
sector 12,1.7,8000.0,2000.0,5.0,5.0,house,28.4723,77.032
sector 67,3.15,12847.0,2219.0,3.0,4.0,flat,28.3859,77.0608
sector 109,1.97,7490.0,2380.0,4.0,4.0,flat,28.5073,77.0089
sector 68,1.32,8759.0,1364.0,2.0,2.0,flat,28.3853,77.0484
sector 2,1.36,7645.0,1611.0,3.0,3.0,flat,28.5095,77.032
sector 104,1.58,9117.0,1538.0,2.0,3.0,flat,28.4788,76.996
sector 3,0.6,6000.0,1000.0,1.0,1.0,house,28.4909,77.0176
sector 57,3.3,19097.0,1728.0,4.0,4.0,house,28.4232,77.0752
sector 83,0.87,6988.0,1127.0,2.0,2.0,flat,28.3986,76.9647
sector 81,0.4,6319.0,586.0,2.0,2.0,flat,28.3867,76.9485
sector 107,1.45,6141.0,1900.0,3.0,4.0,flat,28.5052,76.9729
sector 106,1.34,9551.0,1535.0,4.0,5.0,flat,28.5007,77.0003
sector 81,1.4,7735.0,1475.0,3.0,3.0,flat,28.3867,76.9485
sector 50,7.0,23333.0,3400.0,4.0,4.0,house,28.4178,77.0628
sector 14,5.5,16975.0,3240.0,5.0,4.0,house,28.4711,77.0454
sector 65,1.95,15997.0,1141.0,2.0,2.0,flat,28.403,77.069
sector 102,1.45,14174.0,1315.0,3.0,3.0,flat,28.475,76.9715
sector 14,1.7,7391.0,2556.0,5.0,5.0,flat,28.4711,77.0454
sector 25,6.5,33592.0,1935.0,3.0,9.0,house,28.4844,77.086
sector 69,1.37,8676.0,1568.0,3.0,3.0,flat,28.3966,77.0341
sector 25,16.0,26667.0,6000.0,6.0,5.0,house,28.4844,77.086
sector 23,0.16,2051.0,706.0,2.0,2.0,flat,28.5121,77.0478
sector 110,4.49,11572.0,3511.0,5.0,5.0,flat,28.5145,77.0197
sector 2,0.98,6960.0,1281.0,2.0,2.0,flat,28.5095,77.032
sector 37,0.66,5038.0,1310.0,2.0,2.0,flat,28.4375,76.9999
sector 90,1.8,6601.0,2468.0,4.0,4.0,flat,28.4085,76.9369
sector 43,13.0,48148.0,2700.0,3.0,3.0,house,28.4629,77.0772
sector 109,12.5,26670.0,4500.0,5.0,6.0,house,28.5073,77.0089
sector 37,0.33,3568.0,850.0,2.0,2.0,flat,28.4375,76.9999
sector 43,1.9,3909.0,60.0,3.0,3.0,house,28.4629,77.0772
sector 57,8.31,24171.0,3438.0,5.0,6.0,house,28.4232,77.0752
sector 93,1.45,8033.0,1350.0,3.0,4.0,flat,28.4153,76.9326
sector 63a,3.3,15349.0,2150.0,3.0,3.0,flat,28.3923,77.0888
sohna road,0.54,6391.0,676.0,2.0,2.0,flat,,
sector 92,1.3,6373.0,2040.0,4.0,4.0,flat,28.4079,76.9153
sector 95,0.92,5257.0,1750.0,3.0,3.0,flat,28.4172,76.9081
sector 30,1.3,10000.0,1401.0,3.0,3.0,flat,28.4604,77.0579
sector 3,0.5,7692.0,722.0,2.0,2.0,flat,28.4909,77.0176
sector 25,4.35,32222.0,1350.0,5.0,4.0,house,28.4844,77.086
sector 65,5.3,24212.0,2506.0,3.0,3.0,flat,28.403,77.069
sector 7,0.27,12000.0,225.0,2.0,2.0,house,28.4644,77.0143
sector 86,0.41,8283.0,557.0,2.0,2.0,flat,28.3986,76.9384
sector 81,2.5,11726.0,2130.0,3.0,3.0,flat,28.3867,76.9485
sector 69,1.55,9823.0,1428.0,3.0,3.0,flat,28.3966,77.0341
sector 63,0.88,10945.0,804.0,1.0,1.0,flat,28.3971,77.0867
sector 79,1.33,8531.0,1411.0,2.0,2.0,flat,28.3624,76.9787
sector 79,1.34,8524.0,1423.0,2.0,2.0,flat,28.3624,76.9787
sector 43,8.25,30556.0,2700.0,5.0,6.0,house,28.4629,77.0772
sector 56,1.35,9643.0,1450.0,3.0,3.0,flat,28.4245,77.0991
sector 82a,2.95,11452.0,2110.0,4.0,5.0,flat,28.3858,76.9686
sector 47,2.4,11505.0,1916.0,3.0,4.0,flat,28.4276,77.0492
sector 83,1.08,6225.0,1570.0,3.0,3.0,flat,28.3986,76.9647
sector 82,3.0,6134.0,4425.0,4.0,6.0,flat,28.3935,76.96
sector 85,2.0,8306.0,2300.0,3.0,4.0,flat,28.4042,76.9513
sector 106,1.15,6534.0,1186.0,3.0,4.0,flat,28.5007,77.0003
sector 109,5.7,10556.0,5400.0,4.0,5.0,house,28.5073,77.0089
sector 80,1.6,6999.0,2047.0,3.0,3.0,flat,28.3659,76.9557
sector 79,1.45,7455.0,2161.0,3.0,3.0,flat,28.3624,76.9787
sector 50,6.95,32176.0,2160.0,3.0,3.0,house,28.4178,77.0628
sector 113,1.55,11654.0,1276.0,2.0,2.0,flat,28.5287,77.0233
sector 2,6.0,24691.0,2430.0,5.0,6.0,house,28.5095,77.032
sector 26,12.5,38580.0,3240.0,4.0,5.0,house,28.4757,77.1032
sector 99,0.3,5425.0,511.0,2.0,1.0,flat,28.464,76.9614
sector 67a,1.3,10031.0,1296.0,2.0,2.0,flat,28.396,77.0372
sector 36,0.82,7586.0,1201.0,3.0,2.0,flat,28.416,76.9914
sector 92,0.9,4278.0,1692.0,4.0,5.0,flat,28.4079,76.9153
sector 50,10.45,38704.0,4000.0,4.0,5.0,house,28.4178,77.0628
sector 113,6.0,9139.0,7294.0,5.0,6.0,flat,28.5287,77.0233
sector 90,1.9,5684.0,2468.0,4.0,4.0,flat,28.4085,76.9369
sector 9,1.25,6921.0,2007.0,4.0,3.0,flat,28.4603,77.0
sector 9,1.25,8735.0,1431.0,3.0,6.0,house,28.4603,77.0
sector 36,2.3,15551.0,1479.0,2.0,2.0,flat,28.416,76.9914
sector 33,1.39,11583.0,1333.0,3.0,2.0,flat,28.442,77.0207
sector 43,6.0,26087.0,2556.0,4.0,4.0,flat,28.4629,77.0772
sector 37,1.44,7236.0,1789.0,3.0,3.0,flat,28.4375,76.9999
sector 85,1.75,7267.0,2179.0,3.0,4.0,flat,28.4042,76.9513
sector 81,0.48,8027.0,547.0,2.0,2.0,flat,28.3867,76.9485
sector 25,13.0,45710.0,2844.0,6.0,8.0,house,28.4844,77.086
sector 79,1.28,8505.0,1362.0,3.0,3.0,flat,28.3624,76.9787
sector 37,0.95,9223.0,1179.0,2.0,2.0,flat,28.4375,76.9999
sector 82,7.5,23148.0,3240.0,5.0,5.0,house,28.3935,76.96
sector 39,1.6,17937.0,892.0,1.0,1.0,house,28.4434,77.0515
sector 67,2.7,11489.0,2127.0,4.0,4.0,flat,28.3859,77.0608
sector 92,1.0,3713.0,1828.0,4.0,4.0,flat,28.4079,76.9153
sector 83,1.42,8875.0,2000.0,4.0,4.0,flat,28.3986,76.9647
sector 39,2.0,8333.0,2400.0,3.0,3.0,flat,28.4434,77.0515
sector 102,2.5,11633.0,1945.0,3.0,4.0,flat,28.475,76.9715
sector 107,0.28,5680.0,543.0,2.0,2.0,flat,28.5052,76.9729
sector 69,1.76,8756.0,1819.0,4.0,4.0,flat,28.3966,77.0341
sector 83,1.8,9474.0,1719.0,3.0,3.0,flat,28.3986,76.9647
sector 65,2.65,16061.0,1650.0,3.0,3.0,flat,28.403,77.069
sector 78,0.69,5391.0,1422.0,2.0,2.0,flat,28.3733,76.9729
sector 104,2.5,7937.0,2851.0,4.0,4.0,flat,28.4788,76.996
sector 113,2.0,12012.0,1507.0,3.0,3.0,flat,28.5287,77.0233
sector 37d,1.1,6111.0,1700.0,3.0,3.0,flat,28.4478,76.9703
sector 89,1.42,9979.0,1581.0,3.0,3.0,flat,28.4253,76.9439
sector 79,1.41,8998.0,1747.0,2.0,2.0,flat,28.3624,76.9787
sector 89,1.16,10498.0,998.0,3.0,2.0,flat,28.4253,76.9439
sector 102,1.9,10259.0,1700.0,3.0,3.0,flat,28.475,76.9715
sector 45,10.0,30864.0,3240.0,6.0,6.0,house,28.4466,77.066
sector 103,1.2,8433.0,1288.0,2.0,2.0,flat,28.4949,76.9845
sector 33,9.55,19293.0,4950.0,6.0,7.0,house,28.442,77.0207
sector 86,0.43,8583.0,557.0,2.0,2.0,flat,28.3986,76.9384
sector 37d,1.75,7987.0,2100.0,4.0,4.0,flat,28.4478,76.9703
sector 4,3.3,14667.0,2250.0,3.0,3.0,house,28.4738,77.0107
sector 109,1.7,12879.0,1550.0,3.0,3.0,flat,28.5073,77.0089
sector 109,1.63,6405.0,2303.0,3.0,3.0,flat,28.5073,77.0089
sector 112,3.65,11428.0,2800.0,3.0,5.0,flat,28.5189,77.0183
sector 7,2.25,16892.0,148.0,5.0,3.0,house,28.4644,77.0143
sector 83,1.1,6268.0,1588.0,3.0,3.0,flat,28.3986,76.9647
sector 91,1.8,7759.0,2578.0,3.0,3.0,flat,28.4014,76.9225
sector 61,1.6,13913.0,1278.0,2.0,2.0,flat,28.405,77.0963
sector 12,1.7,9444.0,200.0,3.0,3.0,house,28.4723,77.032
sector 12,1.15,5500.0,2000.0,3.0,4.0,flat,28.4723,77.032
sector 23,5.1,16569.0,3078.0,3.0,2.0,house,28.5121,77.0478
sector 85,1.22,13319.0,1300.0,2.0,2.0,flat,28.4042,76.9513
sector 5,0.75,6410.0,130.0,2.0,2.0,house,28.4794,77.0176
sector 108,1.0,4854.0,2060.0,2.0,2.0,flat,28.5134,76.983
sector 81,0.48,8451.0,613.0,2.0,2.0,flat,28.3867,76.9485
sector 2,0.8,5556.0,1440.0,3.0,2.0,flat,28.5095,77.032
sector 48,5.0,21368.0,2340.0,7.0,7.0,house,28.4177,77.0359
sector 7,3.0,11494.0,2610.0,7.0,7.0,house,28.4644,77.0143
sector 90,1.75,7901.0,2005.0,4.0,4.0,flat,28.4085,76.9369
sector 107,0.8,5857.0,1236.0,2.0,2.0,flat,28.5052,76.9729
sector 43,3.35,26973.0,1242.0,1.0,1.0,house,28.4629,77.0772
sector 2,0.35,6481.0,600.0,2.0,2.0,house,28.5095,77.032
sector 24,1.45,2984.0,540.0,3.0,3.0,house,28.4939,77.1038
sector 69,1.8,10563.0,1893.0,3.0,3.0,flat,28.3966,77.0341
sector 81,4.0,9524.0,3801.0,4.0,5.0,flat,28.3867,76.9485
sector 4,2.3,17012.0,160.0,4.0,4.0,house,28.4738,77.0107
sector 43,6.0,25000.0,2667.0,4.0,4.0,flat,28.4629,77.0772
sector 85,1.91,5026.0,3890.0,4.0,6.0,flat,28.4042,76.9513
sector 85,1.2,7317.0,1484.0,2.0,2.0,flat,28.4042,76.9513
sector 65,1.75,12545.0,1081.0,3.0,3.0,flat,28.403,77.069
sector 90,0.47,6812.0,767.0,2.0,2.0,flat,28.4085,76.9369
sector 112,3.29,11742.0,2225.56,3.0,3.0,flat,28.5189,77.0183
sector 7,0.45,5000.0,1000.0,2.0,2.0,flat,28.4644,77.0143
sector 37,0.35,3784.0,850.0,2.0,2.0,flat,28.4375,76.9999
sector 24,6.5,18571.0,3889.0,4.0,5.0,flat,28.4939,77.1038
sector 85,1.07,6524.0,1484.0,2.0,2.0,flat,28.4042,76.9513
sohna road,0.21,4339.0,484.0,1.0,1.0,flat,,
sector 108,1.3,8344.0,1661.0,3.0,3.0,flat,28.5134,76.983
sector 82,1.37,8754.0,2000.0,3.0,3.0,flat,28.3935,76.96
sector 82,6.5,20062.0,3240.0,4.0,3.0,house,28.3935,76.96
sector 92,0.42,7107.0,657.0,2.0,2.0,flat,28.4079,76.9153
sector 90,1.3,7151.0,1700.0,3.0,3.0,flat,28.4085,76.9369
sector 67,1.0,6435.0,1406.0,3.0,3.0,flat,28.3859,77.0608
sector 63a,1.55,14776.0,1167.0,2.0,2.0,flat,28.3923,77.0888
sector 102,1.7,8395.0,1750.0,3.0,4.0,flat,28.475,76.9715
sector 85,2.03,7229.0,2225.0,4.0,4.0,flat,28.4042,76.9513
sector 85,1.1,6687.0,1467.0,3.0,4.0,flat,28.4042,76.9513
sector 99,0.32,5787.0,502.0,2.0,2.0,flat,28.464,76.9614
sector 22,1.99,14420.0,1285.0,2.0,2.0,flat,28.5072,77.064
sector 30,1.45,11154.0,1300.0,3.0,2.0,flat,28.4604,77.0579
sector 102,1.4,8485.0,1493.0,3.0,3.0,flat,28.475,76.9715
sector 85,2.0,6579.0,2545.0,4.0,5.0,flat,28.4042,76.9513
sector 103,1.12,5625.0,1734.0,3.0,4.0,flat,28.4949,76.9845
sector 43,5.5,19298.0,2850.0,8.0,7.0,house,28.4629,77.0772
sector 25,7.5,31686.0,2300.5,9.0,9.0,house,28.4844,77.086
sector 88a,0.45,7200.0,694.0,2.0,2.0,flat,28.4347,76.9557
sector 49,3.75,25562.0,1467.0,2.0,6.0,house,28.4121,77.048
sector 53,6.0,24490.0,2217.0,3.0,4.0,flat,28.4433,77.0948
sector 107,0.28,5726.0,543.0,2.0,2.0,flat,28.5052,76.9729
sector 102,1.5,9091.0,1315.0,3.0,3.0,flat,28.475,76.9715
sector 78,0.99,6100.0,1467.0,2.0,2.0,flat,28.3733,76.9729
sector 26,15.0,33201.0,4518.0,5.0,6.0,house,28.4757,77.1032
sector 61,2.25,14526.0,1721.0,3.0,3.0,flat,28.405,77.0963
sector 95,0.3,3158.0,950.0,2.0,2.0,flat,28.4172,76.9081
sector 71,0.82,7081.0,1086.0,2.0,2.0,flat,28.4104,77.0281
sector 49,0.87,19333.0,500.0,1.0,1.0,flat,28.4121,77.048
sector 33,9.5,23336.0,4071.0,5.0,7.0,house,28.442,77.0207
sector 95,0.2,5464.0,407.0,1.0,1.0,flat,28.4172,76.9081
sector 112,5.2,10726.0,3655.35,4.0,6.0,flat,28.5189,77.0183
sohna road,0.72,5737.0,1404.0,2.0,2.0,flat,,
sector 71,0.59,8429.0,639.0,2.0,2.0,flat,28.4104,77.0281
sector 2,0.56,8629.0,723.0,1.0,2.0,flat,28.5095,77.032
sector 56,2.0,8333.0,2253.0,4.0,4.0,flat,28.4245,77.0991
sector 111,1.65,7097.0,2104.0,3.0,4.0,flat,28.5238,77.032
sector 4,0.45,4707.0,944.0,2.0,2.0,flat,28.4738,77.0107
sector 48,3.35,5583.0,6000.0,6.0,5.0,house,28.4177,77.0359
sector 3,0.37,7923.0,480.0,1.0,1.0,house,28.4909,77.0176
sector 108,2.6,15196.0,1711.0,3.0,3.0,flat,28.5134,76.983
sector 28,0.95,8887.0,1188.0,2.0,1.0,flat,28.4728,77.0865
sector 69,0.75,6849.0,991.0,2.0,2.0,flat,28.3966,77.0341
sector 104,1.1,8668.0,1148.0,2.0,2.0,flat,28.4788,76.996
sector 82,1.6,6598.0,2425.0,4.0,4.0,house,28.3935,76.96
sector 17,8.5,18814.0,4518.0,4.0,4.0,house,28.4791,77.0608
sector 33,1.75,8768.0,1996.0,3.0,3.0,flat,28.442,77.0207
sector 102,1.25,9874.0,1100.0,2.0,2.0,flat,28.475,76.9715
sector 79,1.35,8970.0,1362.0,3.0,3.0,flat,28.3624,76.9787
sector 107,1.21,6227.0,1713.0,3.0,3.0,flat,28.5052,76.9729
sector 99,1.08,6626.0,1750.0,3.0,5.0,flat,28.464,76.9614
sohna road,0.72,4976.0,1131.0,2.0,2.0,flat,,
sector 37,0.99,5455.0,1660.0,3.0,4.0,flat,28.4375,76.9999
sector 48,4.25,9335.0,4120.0,4.0,5.0,flat,28.4177,77.0359
sector 79,1.18,8532.0,1252.0,2.0,2.0,flat,28.3624,76.9787
sector 81,1.28,7175.0,1982.0,3.0,3.0,flat,28.3867,76.9485
sector 68,1.1,8835.0,1127.0,2.0,2.0,flat,28.3853,77.0484
sector 43,2.09,14615.0,1294.0,3.0,3.0,flat,28.4629,77.0772
sohna road,0.78,5778.0,1222.0,2.0,2.0,flat,,
sector 69,1.32,8413.0,1419.0,3.0,3.0,flat,28.3966,77.0341
sector 25,3.4,13765.0,2744.0,4.0,4.0,flat,28.4844,77.086
sector 37,0.99,5500.0,1643.0,3.0,3.0,flat,28.4375,76.9999
sector 49,4.21,11836.0,3219.0,5.0,6.0,flat,28.4121,77.048
sector 26,18.0,39841.0,4518.0,5.0,4.0,house,28.4757,77.1032
sector 68,1.1,9016.0,1244.0,2.0,2.0,flat,28.3853,77.0484
sector 50,12.5,40611.0,3078.0,6.0,5.0,house,28.4178,77.0628
sector 83,0.75,5597.0,1162.0,3.0,3.0,flat,28.3986,76.9647
sector 112,6.5,10417.0,4800.0,4.0,5.0,flat,28.5189,77.0183
sector 82a,2.25,10714.0,2333.0,3.0,3.0,flat,28.3858,76.9686
sector 102,2.2,10237.0,1945.0,3.0,4.0,flat,28.475,76.9715
sector 26,8.9,32963.0,2700.0,4.0,4.0,house,28.4757,77.1032
sector 43,5.3,27390.0,1935.0,3.0,9.0,house,28.4629,77.0772
sector 83,1.8,9474.0,1900.0,3.0,4.0,flat,28.3986,76.9647
sector 7,1.2,11194.0,1072.0,2.0,4.0,house,28.4644,77.0143
sector 56,1.55,6889.0,1900.0,3.0,3.0,flat,28.4245,77.0991
sohna road,0.65,7908.0,913.0,2.0,1.0,flat,,
sector 90,1.24,7066.0,1600.0,3.0,3.0,flat,28.4085,76.9369
sector 68,1.0,8163.0,1361.0,2.0,2.0,flat,28.3853,77.0484
sector 68,0.93,8611.0,1200.0,2.0,2.0,flat,28.3853,77.0484
sector 51,3.55,6826.0,5200.0,5.0,6.0,flat,28.432,77.0686
sector 104,1.3,7893.0,1490.0,3.0,3.0,flat,28.4788,76.996
sector 110,3.7,10882.0,3077.0,4.0,5.0,flat,28.5145,77.0197
sector 48,5.75,22184.0,2592.0,4.0,4.0,house,28.4177,77.0359
gwal pahari,7.5,7500.0,9050.0,5.0,6.0,flat,28.4484,77.021
sector 104,1.05,5833.0,2000.0,3.0,4.0,flat,28.4788,76.996
sector 60,18.02,28200.0,6390.0,9.0,12.0,house,28.4003,77.0975
sector 66,1.45,14796.0,1082.0,2.0,2.0,flat,28.3925,77.0541
sector 83,1.75,9211.0,1549.0,3.0,3.0,flat,28.3986,76.9647
sector 31,3.5,24155.0,1449.0,4.0,3.0,house,28.4528,77.0498
sector 103,0.5,6667.0,750.0,2.0,2.0,flat,28.4949,76.9845
sector 103,1.34,7882.0,1725.0,3.0,3.0,flat,28.4949,76.9845
sector 109,6.15,27333.0,2250.0,5.0,5.0,house,28.5073,77.0089
sector 92,1.5,7812.0,1738.0,3.0,3.0,flat,28.4079,76.9153
sohna road,0.29,3973.0,743.0,2.0,2.0,flat,,
sector 67,4.75,13930.0,3200.0,4.0,4.0,flat,28.3859,77.0608
sector 69,1.7,8458.0,1819.0,4.0,4.0,flat,28.3966,77.0341
sector 33,10.0,20202.0,4950.0,5.0,6.0,house,28.442,77.0207
sector 99,0.32,4658.0,601.0,2.0,2.0,flat,28.464,76.9614
sector 83,1.05,5983.0,1588.0,3.0,3.0,flat,28.3986,76.9647
sector 17,2.98,20566.0,1449.0,2.0,6.0,house,28.4791,77.0608
sector 92,0.45,7614.0,646.0,2.0,2.0,flat,28.4079,76.9153
sector 53,4.8,14679.0,2895.0,3.0,4.0,flat,28.4433,77.0948
sector 66,12.0,37037.0,3240.0,4.0,4.0,house,28.3925,77.0541
sector 82,0.86,8121.0,1234.0,3.0,3.0,flat,28.3935,76.96
sector 95,0.36,5660.0,717.0,2.0,2.0,flat,28.4172,76.9081
sector 23,2.9,11600.0,2500.0,4.0,4.0,house,28.5121,77.0478
sector 54,6.75,21361.0,2455.0,4.0,6.0,flat,28.4348,77.1089
sector 95,0.32,4501.0,563.0,2.0,2.0,flat,28.4172,76.9081
sector 40,5.0,21124.0,2367.0,9.0,9.0,house,28.4498,77.0567
sector 102,2.2,10237.0,1186.0,3.0,4.0,flat,28.475,76.9715
sector 49,3.6,11921.0,3356.0,4.0,5.0,flat,28.4121,77.048
sector 63,1.5,6289.0,2385.0,3.0,3.0,house,28.3971,77.0867
sector 90,1.79,8081.0,2461.0,4.0,3.0,flat,28.4085,76.9369
sector 89,1.28,8828.0,1611.0,3.0,3.0,flat,28.4253,76.9439
sector 46,2.4,2963.0,900.0,4.0,4.0,house,28.4374,77.0586
sohna road,0.9,7059.0,1275.0,2.0,2.0,flat,,
sector 7,0.95,21111.0,450.0,2.0,1.0,house,28.4644,77.0143
sector 49,2.64,11723.0,2252.0,3.0,4.0,flat,28.4121,77.048
sector 39,15.0,33333.0,4500.0,5.0,5.0,house,28.4434,77.0515
sector 26,8.1,35294.0,2295.0,5.0,5.0,house,28.4757,77.1032
sector 70,1.75,8204.0,1527.0,3.0,5.0,flat,28.3968,77.0233
sector 50,6.8,31481.0,2160.0,4.0,4.0,house,28.4178,77.0628
sector 103,0.88,6428.0,1232.0,2.0,2.0,flat,28.4949,76.9845
sector 69,1.68,8350.0,1819.0,4.0,4.0,flat,28.3966,77.0341
sector 4,0.5,9259.0,540.0,2.0,3.0,house,28.4738,77.0107
sector 92,0.56,4730.0,1316.0,3.0,1.0,flat,28.4079,76.9153
sector 14,4.6,20444.0,2250.0,1.0,1.0,house,28.4711,77.0454
sector 69,1.19,8815.0,1500.0,2.0,3.0,flat,28.3966,77.0341
sector 105,0.35,7778.0,556.0,2.0,2.0,house,28.4952,77.0114
