sector,price,price_per_sqft,built_up_area,bedRoom,bathroom,property_type,latitude,longitude
sector 102,1.78,9218.0,1748.0,3.0,4.0,flat,28.475,76.9715
sohna road,0.25,4259.0,587.0,2.0,2.0,flat,,
sector 106,1.25,7102.0,1186.0,3.0,4.0,flat,28.5007,77.0003
sector 109,1.26,6542.0,1701.0,3.0,2.0,flat,28.5073,77.0089
sector 54,1.59,7067.0,2250.0,3.0,3.0,flat,28.4348,77.1089
sector 83,1.8,9474.0,1551.0,3.0,4.0,flat,28.3986,76.9647
sector 14,6.46,18889.0,3420.0,5.0,5.0,house,28.4711,77.0454
sector 79,1.3,8844.0,1330.0,2.0,2.0,flat,28.3624,76.9787
sector 84,1.5,7500.0,1849.0,3.0,3.0,flat,28.3979,76.9736
sector 105,1.2,13333.0,900.0,4.0,4.0,house,28.4952,77.0114
sector 63a,2.2,17488.0,997.0,2.0,3.0,flat,28.3923,77.0888
sector 67a,0.6,8571.0,633.0,2.0,2.0,flat,28.396,77.0372
sector 58,3.8,17560.0,2164.0,3.0,4.0,flat,28.42,77.1105
sector 70,0.99,6326.0,1416.0,3.0,4.0,flat,28.3968,77.0233
sector 79,1.3,8025.0,1215.0,3.0,3.0,flat,28.3624,76.9787
sector 51,0.71,7889.0,1007.0,2.0,2.0,flat,28.432,77.0686
sector 37d,1.0,5650.0,1602.0,3.0,3.0,flat,28.4478,76.9703
sector 61,1.6,13913.0,1278.0,2.0,2.0,flat,28.405,77.0963
sector 88a,1.29,7799.0,1642.0,3.0,3.0,flat,28.4347,76.9557
sector 68,1.0,8475.0,1311.0,2.0,2.0,flat,28.3853,77.0484
sector 8,0.82,10224.0,891.0,2.0,4.0,house,28.3738,76.897
sector 104,2.45,10000.0,2131.0,3.0,4.0,flat,28.4788,76.996
sector 83,1.76,9263.0,1500.0,3.0,3.0,flat,28.3986,76.9647
sector 74,1.6,11380.0,1272.0,2.0,2.0,flat,28.4158,77.0118
sohna road,0.95,8920.0,1065.0,3.0,10.0,house,,
sector 109,0.79,7932.0,1213.0,3.0,2.0,flat,28.5073,77.0089
sector 86,1.3,4666.0,2521.0,4.0,6.0,flat,28.3986,76.9384
sector 74,2.25,12500.0,1900.0,3.0,3.0,flat,28.4158,77.0118
sohna road,0.65,7295.0,822.0,2.0,2.0,flat,,
sector 81,0.75,5967.0,1397.0,2.0,2.0,flat,28.3867,76.9485
sector 69,3.1,9823.0,2817.0,4.0,6.0,flat,28.3966,77.0341
sector 72,4.1,13726.0,2308.0,3.0,3.0,flat,28.4225,77.0211
sector 102,1.98,9900.0,2222.0,3.0,3.0,flat,28.475,76.9715
sector 65,2.44,13297.0,1654.0,3.0,3.0,flat,28.403,77.069
sector 12,0.72,7273.0,1100.0,2.0,2.0,flat,28.4723,77.032
sector 66,2.99,14950.0,2000.0,3.0,3.0,flat,28.3925,77.0541
sector 37d,1.49,8107.0,1707.0,3.0,3.0,flat,28.4478,76.9703
sector 69,2.6,10833.0,2172.0,4.0,4.0,flat,28.3966,77.0341
sector 65,2.0,12121.0,1833.0,3.0,3.0,flat,28.403,77.069
sector 52,5.5,20370.0,2700.0,9.0,9.0,house,28.4379,77.0785
sector 37,0.4,6667.0,667.0,2.0,2.0,flat,28.4375,76.9999
sector 90,0.92,4718.0,2167.0,3.0,3.0,flat,28.4085,76.9369
gwal pahari,1.53,10699.0,1589.0,3.0,3.0,flat,28.4484,77.021
sector 106,0.88,6354.0,1120.0,2.0,2.0,flat,28.5007,77.0003
sector 102,1.9,8444.0,2500.0,3.0,3.0,flat,28.475,76.9715
sector 46,5.65,23870.0,2367.0,8.0,6.0,house,28.4374,77.0586
sector 93,0.4,5479.0,730.0,2.0,2.0,flat,28.4153,76.9326
sector 24,5.25,38889.0,1350.0,4.0,4.0,house,28.4939,77.1038
sector 67,3.05,16267.0,2200.0,3.0,4.0,flat,28.3859,77.0608
sector 74,1.6,9512.0,1508.0,2.0,2.0,flat,28.4158,77.0118
sector 54,3.51,12342.0,2844.0,4.0,4.0,house,28.4348,77.1089
sector 10,3.6,19608.0,1836.0,3.0,4.0,house,28.4537,77.0009
sector 79,1.1,11482.0,81.0,2.0,2.0,flat,28.3624,76.9787
sector 107,1.02,6649.0,1388.0,2.0,2.0,flat,28.5052,76.9729
sector 81,0.95,6985.0,1260.0,2.0,2.0,flat,28.3867,76.9485
sohna road,0.55,6691.0,913.0,2.0,2.0,flat,,
sector 89,1.25,8784.0,1288.0,3.0,3.0,flat,28.4253,76.9439
sector 4,0.92,15257.0,603.0,1.0,4.0,house,28.4738,77.0107
sector 90,0.65,4815.0,1222.0,2.0,2.0,flat,28.4085,76.9369
sector 54,1.5,8108.0,1700.0,3.0,3.0,flat,28.4348,77.1089
sohna road,0.22,3143.0,778.0,1.0,1.0,flat,,
sector 104,0.82,9856.0,86.0,2.0,2.0,flat,28.4788,76.996
sector 109,2.95,10351.0,3150.0,4.0,4.0,flat,28.5073,77.0089
sector 86,0.87,5367.0,1231.0,2.0,2.0,flat,28.3986,76.9384
sector 65,2.3,13939.0,1833.0,3.0,4.0,flat,28.403,77.069
sector 65,2.33,18477.0,1141.0,2.0,2.0,flat,28.403,77.069
sector 109,1.75,8140.0,1946.0,3.0,4.0,flat,28.5073,77.0089
sector 102,1.39,8424.0,1493.0,3.0,3.0,flat,28.475,76.9715
gwal pahari,0.38,6090.0,565.0,1.0,1.0,flat,28.4484,77.021
sohna road,0.78,6446.0,1344.0,3.0,3.0,flat,,
sector 63,2.2,12813.0,1554.0,3.0,4.0,flat,28.3971,77.0867
sector 33,1.67,10503.0,1857.0,3.0,2.0,flat,28.442,77.0207
sector 28,12.0,42194.0,2844.0,4.0,5.0,house,28.4728,77.0865
sector 36,0.45,9000.0,452.0,1.0,1.0,flat,28.416,76.9914
sector 50,2.35,11358.0,1900.0,3.0,3.0,flat,28.4178,77.0628
sector 48,2.0,7764.0,1923.0,3.0,3.0,flat,28.4177,77.0359
gwal pahari,1.5,8278.0,2013.0,4.0,4.0,flat,28.4484,77.021
sector 113,1.9,18500.0,1285.0,3.0,2.0,flat,28.5287,77.0233
sector 107,0.49,8221.0,598.0,2.0,2.0,flat,28.5052,76.9729
gwal pahari,1.45,10140.0,1430.0,3.0,3.0,flat,28.4484,77.021
sector 69,1.43,8888.0,1305.0,3.0,3.0,flat,28.3966,77.0341
sector 79,1.4,9396.0,1656.0,3.0,3.0,flat,28.3624,76.9787
gwal pahari,5.25,9052.0,5249.0,4.0,5.0,flat,28.4484,77.021
sector 69,1.9,9453.0,1819.0,4.0,4.0,flat,28.3966,77.0341
sector 104,1.75,7642.0,2036.0,3.0,4.0,flat,28.4788,76.996
sector 33,1.15,9350.0,1400.0,2.0,2.0,house,28.442,77.0207
sector 37,0.67,5583.0,1086.0,2.0,2.0,flat,28.4375,76.9999
sector 95,0.2,5602.0,407.0,1.0,1.0,flat,28.4172,76.9081
sector 69,1.68,10072.0,1510.0,3.0,3.0,flat,28.3966,77.0341
sector 25,6.3,35000.0,1800.0,4.0,4.0,house,28.4844,77.086
sector 69,0.9,6000.0,1326.0,3.0,2.0,flat,28.3966,77.0341
sohna road,0.26,5394.0,535.0,2.0,2.0,flat,,
sector 67a,1.6,9265.0,1346.0,3.0,3.0,flat,28.396,77.0372
sector 111,2.35,14551.0,1615.0,3.0,3.0,flat,28.5238,77.032
sector 109,1.45,6744.0,1797.0,3.0,4.0,flat,28.5073,77.0089
sector 4,2.35,16319.0,1440.0,4.0,4.0,house,28.4738,77.0107
sector 89,1.2,8433.0,1423.0,3.0,3.0,flat,28.4253,76.9439
sector 45,16.0,35003.0,4500.0,6.0,7.0,house,28.4466,77.066
sector 99,0.3,6667.0,500.0,2.0,1.0,flat,28.464,76.9614
sector 83,1.3,4545.0,2588.0,3.0,3.0,flat,28.3986,76.9647
sector 99,0.4,4444.0,733.0,2.0,2.0,flat,28.464,76.9614
sector 112,0.7,4673.0,1498.0,2.0,2.0,flat,28.5189,77.0183
sector 3,0.55,7333.0,750.0,1.0,1.0,house,28.4909,77.0176
sector 7,2.0,13889.0,1440.0,2.0,2.0,house,28.4644,77.0143
sector 4,0.8,11852.0,675.0,2.0,3.0,house,28.4738,77.0107
sector 2,0.2,4000.0,556.0,1.0,1.0,flat,28.5095,77.032
sector 109,6.0,9634.0,6228.0,4.0,5.0,house,28.5073,77.0089
sector 85,0.88,5954.0,1344.0,3.0,3.0,flat,28.4042,76.9513
sector 102,1.4,13685.0,1315.0,3.0,3.0,flat,28.475,76.9715
sector 108,3.35,13267.0,2525.0,3.0,4.0,flat,28.5134,76.983
sector 102,1.76,10227.0,1531.0,3.0,3.0,flat,28.475,76.9715
sector 99,0.85,6789.0,1133.0,2.0,2.0,flat,28.464,76.9614
sector 4,0.42,5600.0,833.0,2.0,2.0,flat,28.4738,77.0107
sector 7,1.55,13889.0,1080.0,2.0,2.0,house,28.4644,77.0143
sector 86,0.78,5735.0,1231.0,2.0,2.0,flat,28.3986,76.9384
sector 33,1.1,8627.0,1275.0,2.0,2.0,flat,28.442,77.0207
sector 69,1.42,8999.0,1428.0,3.0,3.0,flat,28.3966,77.0341
sector 108,0.7,4651.0,1362.0,2.0,2.0,flat,28.5134,76.983
sector 38,2.1,11939.0,1954.0,4.0,4.0,flat,28.4347,77.043
sector 50,7.5,34722.0,2160.0,3.0,3.0,house,28.4178,77.0628
sector 92,0.95,4750.0,1983.0,4.0,3.0,flat,28.4079,76.9153
sector 33,3.25,7509.0,4809.0,4.0,4.0,flat,28.442,77.0207
sector 56,1.7,7727.0,2200.0,3.0,3.0,flat,28.4245,77.0991
sector 88a,1.19,10162.0,1387.0,2.0,2.0,flat,28.4347,76.9557
sector 23,1.2,6231.0,1500.0,3.0,2.0,house,28.5121,77.0478
sector 102,1.4,10378.0,1166.0,2.0,2.0,flat,28.475,76.9715
sector 48,1.76,9910.0,1576.0,3.0,3.0,flat,28.4177,77.0359
sector 86,1.45,9797.0,1480.0,3.0,2.0,flat,28.3986,76.9384
sector 69,1.4,8855.0,1428.0,3.0,3.0,flat,28.3966,77.0341
sector 62,7.15,16486.0,3925.0,4.0,5.0,flat,28.4139,77.0886
sector 67,2.72,11574.0,2250.0,4.0,4.0,flat,28.3859,77.0608
sector 93,0.4,7353.0,604.0,2.0,2.0,flat,28.4153,76.9326
sector 70a,1.1,7586.0,1312.0,2.0,2.0,flat,,
sector 70a,1.34,10276.0,1180.0,2.0,2.0,flat,,
sohna road,0.95,6177.0,1050.0,2.0,2.0,flat,,
sector 48,19.5,22222.0,8775.0,5.0,6.0,house,28.4177,77.0359
sector 112,5.6,11530.0,3662.34,4.0,6.0,flat,28.5189,77.0183
sector 91,0.96,5411.0,1271.0,2.0,2.0,flat,28.4014,76.9225
sector 81,2.34,11185.0,1760.0,3.0,4.0,flat,28.3867,76.9485
sector 43,3.25,10156.0,3115.0,4.0,4.0,flat,28.4629,77.0772
sector 77,1.25,8621.0,1310.0,3.0,4.0,flat,28.3801,76.9845
sector 61,1.47,12250.0,1333.0,2.0,2.0,flat,28.405,77.0963
sector 36,0.75,6938.0,1081.0,3.0,1.0,house,28.416,76.9914
sector 28,10.5,32407.0,3240.0,5.0,6.0,house,28.4728,77.0865
sector 2,0.98,6262.0,1416.0,2.0,2.0,flat,28.5095,77.032
sector 69,1.66,10134.0,1482.0,3.0,3.0,flat,28.3966,77.0341
sector 56,0.52,10656.0,475.0,1.0,1.0,flat,28.4245,77.0991
sohna road,0.66,5181.0,978.0,2.0,2.0,flat,,
sector 12,0.7,4118.0,1700.0,4.0,4.0,house,28.4723,77.032
sector 2,9.0,19231.0,4680.0,5.0,5.0,house,28.5095,77.032
sector 85,1.2,10453.0,1380.0,2.0,2.0,flat,28.4042,76.9513
sector 36,0.36,9000.0,407.0,1.0,1.0,flat,28.416,76.9914
sector 5,3.5,15556.0,2250.0,6.0,5.0,house,28.4794,77.0176
sector 67,2.35,12145.0,1751.0,3.0,4.0,flat,28.3859,77.0608
sector 70a,1.51,7642.0,1788.0,3.0,3.0,flat,,
sector 83,0.85,8947.0,1100.0,2.0,2.0,flat,28.3986,76.9647
sector 85,1.05,10606.0,97.0,2.0,2.0,flat,28.4042,76.9513
sector 72,1.9,9620.0,1787.0,3.0,3.0,flat,28.4225,77.0211
sector 25,6.25,34722.0,1800.0,5.0,5.0,house,28.4844,77.086
sector 89,1.32,16923.0,867.0,3.0,3.0,flat,28.4253,76.9439
sector 106,0.88,6354.0,940.0,2.0,2.0,flat,28.5007,77.0003
sector 37d,1.5,9868.0,1376.0,3.0,2.0,flat,28.4478,76.9703
sector 109,1.75,10029.0,1550.0,3.0,3.0,flat,28.5073,77.0089
sector 37,0.9,6272.0,1435.0,3.0,3.0,flat,28.4375,76.9999
sector 67,3.0,14656.0,2047.0,3.0,3.0,flat,28.3859,77.0608
sohna road,0.28,4308.0,588.0,2.0,2.0,flat,,
sohna road,0.56,6813.0,913.0,2.0,2.0,flat,,
sector 12,3.71,19818.0,1872.0,3.0,3.0,house,28.4723,77.032
sector 113,2.85,12855.0,2006.0,3.0,3.0,flat,28.5287,77.0233
sector 37,1.25,8929.0,1563.0,3.0,3.0,flat,28.4375,76.9999
sector 104,2.0,8734.0,2072.0,3.0,4.0,flat,28.4788,76.996
sector 107,0.35,6494.0,608.0,2.0,2.0,flat,28.5052,76.9729
sector 109,2.15,10263.0,1896.0,3.0,4.0,flat,28.5073,77.0089
sector 77,1.64,8410.0,1765.0,4.0,3.0,flat,28.3801,76.9845
sector 4,0.85,7522.0,1130.0,3.0,3.0,house,28.4738,77.0107
sector 47,2.4,10000.0,2667.0,3.0,3.0,flat,28.4276,77.0492
sector 13,4.5,9091.0,4950.0,4.0,5.0,house,28.4757,77.0392
sector 95,0.43,3152.0,1300.0,2.0,2.0,flat,28.4172,76.9081
sector 102,1.38,13490.0,1315.0,3.0,3.0,flat,28.475,76.9715
sector 25,15.5,34307.0,4518.0,5.0,6.0,house,28.4844,77.086
sector 71,1.35,5745.0,2127.0,4.0,4.0,flat,28.4104,77.0281
sector 65,3.0,15190.0,1975.0,4.0,4.0,flat,28.403,77.069
sohna road,0.32,5776.0,616.0,2.0,2.0,flat,,
sector 107,0.75,5490.0,1201.0,2.0,2.0,flat,28.5052,76.9729
sector 107,0.36,6569.0,496.0,2.0,2.0,flat,28.5052,76.9729
sector 89,1.0,9066.0,1226.0,2.0,2.0,flat,28.4253,76.9439
sohna road,0.35,5319.0,658.0,2.0,2.0,flat,,
sector 48,4.3,13871.0,3444.0,4.0,5.0,flat,28.4177,77.0359
sector 67a,1.7,9844.0,1346.0,3.0,3.0,flat,28.396,77.0372
sector 69,1.36,8843.0,1392.0,3.0,3.0,flat,28.3966,77.0341
sector 56,3.4,22222.0,1530.0,6.0,6.0,house,28.4245,77.0991
sector 67,3.0,11905.0,2800.0,4.0,4.0,house,28.3859,77.0608
sector 43,14.0,39886.0,3510.0,9.0,9.0,house,28.4629,77.0772
sector 108,3.95,16859.0,2343.0,3.0,5.0,flat,28.5134,76.983
sector 54,5.7,23457.0,2430.0,4.0,4.0,house,28.4348,77.1089
sector 90,1.65,5684.0,2468.0,4.0,4.0,flat,28.4085,76.9369
sector 2,0.95,7308.0,1444.0,2.0,3.0,flat,28.5095,77.032
sector 90,1.25,6477.0,1929.0,3.0,3.0,flat,28.4085,76.9369
sector 110,3.79,9896.0,3466.0,5.0,5.0,flat,28.5145,77.0197
sector 110,0.34,12593.0,270.0,2.0,2.0,house,28.5145,77.0197
sector 24,3.5,32407.0,1080.0,2.0,4.0,house,28.4939,77.1038
sector 102,1.75,9449.0,1465.0,3.0,3.0,flat,28.475,76.9715
sector 70a,0.9,7582.0,1319.0,2.0,2.0,house,,
sector 61,1.58,13739.0,1278.0,2.0,2.0,flat,28.405,77.0963
sector 92,0.5,7812.0,579.0,3.0,3.0,flat,28.4079,76.9153
sector 48,5.5,23504.0,2340.0,4.0,4.0,house,28.4177,77.0359
sector 111,0.36,8889.0,450.0,1.0,1.0,flat,28.5238,77.032
sector 69,2.0,9583.0,1889.0,4.0,4.0,flat,28.3966,77.0341
sector 67,8.0,22222.0,3600.0,6.0,7.0,house,28.3859,77.0608
sector 47,2.45,10699.0,2544.0,3.0,4.0,flat,28.4276,77.0492
sector 69,2.05,9951.0,1889.0,4.0,4.0,flat,28.3966,77.0341
sector 104,4.45,6846.0,7222.0,4.0,5.0,flat,28.4788,76.996
sector 102,1.42,10380.0,1368.0,2.0,2.0,flat,28.475,76.9715
sector 113,2.4,10825.0,1940.0,3.0,4.0,flat,28.5287,77.0233
sector 21,0.6,6173.0,972.0,3.0,3.0,house,28.5134,77.0723
sector 26,17.0,37627.0,4518.0,5.0,5.0,house,28.4757,77.1032
sector 108,2.5,14611.0,1480.0,3.0,3.0,flat,28.5134,76.983
sector 52,1.5,9146.0,1484.0,4.0,4.0,flat,28.4379,77.0785
sector 78,1.15,5285.0,1969.0,3.0,3.0,flat,28.3733,76.9729
sector 107,0.28,5833.0,543.0,2.0,2.0,flat,28.5052,76.9729
sector 36,0.85,11333.0,833.0,3.0,2.0,flat,28.416,76.9914
sector 81,3.45,12357.0,2527.0,4.0,4.0,flat,28.3867,76.9485
sector 72,4.25,13077.0,2941.0,4.0,4.0,flat,28.4225,77.0211
sector 89,1.2,8433.0,1423.0,3.0,3.0,flat,28.4253,76.9439
sector 103,0.5,6250.0,698.0,2.0,2.0,flat,28.4949,76.9845
sector 88a,1.45,8367.0,133.0,2.0,2.0,flat,28.4347,76.9557
sector 66,2.8,14359.0,1950.0,3.0,3.0,flat,28.3925,77.0541
sector 23,2.8,17983.0,1557.0,5.0,5.0,house,28.5121,77.0478
sector 109,6.75,10838.0,6228.0,4.0,4.0,house,28.5073,77.0089
sector 7,1.15,8519.0,1350.0,5.0,3.0,house,28.4644,77.0143
sector 95,0.45,8755.0,571.0,2.0,2.0,flat,28.4172,76.9081
sector 91,1.75,7403.0,2139.0,4.0,4.0,flat,28.4014,76.9225
sector 83,1.1,6162.0,1600.0,3.0,3.0,flat,28.3986,76.9647
sector 68,1.7,8504.0,1809.0,4.0,4.0,flat,28.3853,77.0484
sector 108,0.7,4522.0,1720.0,2.0,2.0,flat,28.5134,76.983
sector 2,1.51,7869.0,1738.0,3.0,4.0,flat,28.5095,77.032
sector 86,0.44,7321.0,668.0,2.0,2.0,flat,28.3986,76.9384
sector 102,2.35,8468.0,2351.0,3.0,3.0,flat,28.475,76.9715
sector 104,1.75,7530.0,2582.0,4.0,5.0,flat,28.4788,76.996
sector 69,1.75,8883.0,1783.0,4.0,4.0,flat,28.3966,77.0341
sector 92,0.6,4545.0,1195.0,2.0,2.0,flat,28.4079,76.9153
sector 56,1.38,7225.0,1910.0,3.0,3.0,flat,28.4245,77.0991
sector 90,0.9,4615.0,1765.0,3.0,4.0,flat,28.4085,76.9369
sector 26,4.45,35178.0,1265.0,4.0,4.0,house,28.4757,77.1032
sector 31,3.25,22429.0,1449.0,4.0,4.0,house,28.4528,77.0498
sector 79,0.36,7643.0,546.0,2.0,2.0,flat,28.3624,76.9787
sector 54,7.0,23333.0,2715.0,4.0,6.0,flat,28.4348,77.1089
sector 83,1.4,9675.0,1582.0,3.0,3.0,flat,28.3986,76.9647
sector 50,2.35,11228.0,2000.0,3.0,3.0,flat,28.4178,77.0628
sector 85,2.15,10925.0,2366.0,4.0,5.0,flat,28.4042,76.9513
sector 108,2.95,14728.0,2003.0,3.0,4.0,flat,28.5134,76.983
sector 3,1.1,10407.0,956.0,2.0,2.0,flat,28.4909,77.0176
sector 47,4.3,29312.0,1467.0,3.0,4.0,house,28.4276,77.0492
sector 78,1.25,5000.0,2300.0,4.0,4.0,flat,28.3733,76.9729
sector 78,1.2,10017.0,823.0,1.0,2.0,flat,28.3733,76.9729
sector 105,9.9,49500.0,2000.0,2.0,2.0,house,28.4952,77.0114
sector 113,3.35,16750.0,2200.0,3.0,4.0,flat,28.5287,77.0233
sector 70a,1.8,9351.0,1925.0,3.0,3.0,flat,,
sector 50,7.1,32870.0,2160.0,5.0,4.0,house,28.4178,77.0628
sector 79,0.71,5521.0,1295.0,2.0,2.0,flat,28.3624,76.9787
sector 84,1.48,7400.0,1624.0,3.0,3.0,flat,28.3979,76.9736
sector 70,1.25,6702.0,1688.0,3.0,3.0,flat,28.3968,77.0233
sector 67,2.87,11904.0,2095.0,3.0,3.0,flat,28.3859,77.0608
sector 61,2.2,13497.0,1811.0,3.0,3.0,flat,28.405,77.0963
sector 109,1.65,10645.0,1650.0,3.0,3.0,flat,28.5073,77.0089
sector 83,1.4,8140.0,1387.0,3.0,3.0,flat,28.3986,76.9647
sector 77,1.4,6341.0,1735.0,3.0,3.0,flat,28.3801,76.9845
sector 43,5.8,29974.0,1935.0,6.0,6.0,house,28.4629,77.0772
sector 113,3.21,11823.0,2281.0,3.0,3.0,flat,28.5287,77.0233
sector 3,0.9,10000.0,3500.0,3.0,4.0,house,28.4909,77.0176
sector 72,8.5,13492.0,6300.0,5.0,6.0,house,28.4225,77.0211
sector 83,0.4,8547.0,520.0,1.0,1.0,flat,28.3986,76.9647
sector 67,2.95,12236.0,2150.0,3.0,3.0,flat,28.3859,77.0608
sector 95,1.1,4327.0,2824.0,4.0,3.0,flat,28.4172,76.9081
sector 37,1.0,4724.0,1629.0,3.0,3.0,flat,28.4375,76.9999
sector 82,1.0,5924.0,1299.0,2.0,2.0,flat,28.3935,76.96
manesar,0.92,4023.0,1924.0,3.0,3.0,flat,28.3515,76.9428
sector 95,0.45,4592.0,887.0,2.0,2.0,flat,28.4172,76.9081
sector 90,1.25,4854.0,2330.0,4.0,5.0,flat,28.4085,76.9369
sector 65,2.35,14242.0,1493.0,3.0,3.0,flat,28.403,77.069
sector 69,1.4,9103.0,1392.0,3.0,3.0,flat,28.3966,77.0341
sector 95,0.55,5556.0,990.0,2.0,2.0,flat,28.4172,76.9081
sector 105,0.74,7400.0,1000.0,3.0,3.0,house,28.4952,77.0114
sector 54,11.0,35223.0,2826.0,4.0,6.0,flat,28.4348,77.1089
sector 39,1.8,21871.0,800.0,1.0,1.0,house,28.4434,77.0515
sector 92,1.0,5128.0,2167.0,4.0,3.0,flat,28.4079,76.9153
sector 90,0.65,5000.0,1176.0,2.0,2.0,flat,28.4085,76.9369
sector 79,1.3,8270.0,1423.0,2.0,2.0,flat,28.3624,76.9787
sector 110,3.49,10265.0,3077.0,4.0,5.0,flat,28.5145,77.0197
sector 49,6.75,32328.0,2088.0,4.0,4.0,house,28.4121,77.048
sector 102,1.05,11475.0,1017.0,2.0,2.0,flat,28.475,76.9715
sector 28,2.26,13697.0,1700.0,3.0,3.0,flat,28.4728,77.0865
sector 56,0.5,8333.0,667.0,1.0,1.0,flat,28.4245,77.0991
sector 61,2.54,15497.0,1639.0,3.0,3.0,flat,28.405,77.0963
sector 79,2.0,8475.0,1963.0,3.0,4.0,flat,28.3624,76.9787
sector 90,0.95,6333.0,1667.0,3.0,3.0,flat,28.4085,76.9369
sector 79,1.12,7147.0,1325.0,2.0,2.0,flat,28.3624,76.9787
sector 2,1.01,7138.0,1281.0,2.0,2.0,flat,28.5095,77.032
sector 104,2.3,9388.0,2217.0,3.0,4.0,flat,28.4788,76.996
sector 50,6.0,12272.0,3982.0,4.0,3.0,flat,28.4178,77.0628
sector 66,12.0,37037.0,3240.0,5.0,5.0,house,28.3925,77.0541
sector 92,0.92,4855.0,1895.0,4.0,5.0,flat,28.4079,76.9153
sector 113,3.25,14143.0,2553.0,4.0,4.0,flat,28.5287,77.0233
sector 90,1.76,7946.0,2020.0,4.0,4.0,flat,28.4085,76.9369
sector 69,1.75,8706.0,1819.0,4.0,4.0,flat,28.3966,77.0341
sector 43,5.25,27132.0,1935.0,4.0,4.0,house,28.4629,77.0772
sector 43,2.5,2885.0,963.0,7.0,7.0,house,28.4629,77.0772
sector 104,0.4,7030.0,515.0,2.0,2.0,flat,28.4788,76.996
sector 90,0.9,4615.0,1765.0,3.0,4.0,flat,28.4085,76.9369
sector 102,0.95,10383.0,915.0,2.0,2.0,flat,28.475,76.9715
sector 70a,1.7,8947.0,2111.0,4.0,3.0,flat,,
sector 4,0.47,10609.0,50.0,2.0,2.0,house,28.4738,77.0107
sector 106,0.95,6859.0,940.0,2.0,2.0,flat,28.5007,77.0003
sector 69,1.37,8908.0,1392.0,3.0,3.0,flat,28.3966,77.0341
sohna road,0.35,6318.0,616.0,2.0,2.0,flat,,
sector 82a,1.8,13846.0,1545.0,3.0,3.0,flat,28.3858,76.9686
sohna road,1.35,10000.0,1350.0,5.0,5.0,house,,
sector 50,2.51,11992.0,2093.0,3.0,3.0,flat,28.4178,77.0628
sector 5,0.22,4207.0,570.0,2.0,2.0,flat,28.4794,77.0176
sector 74,2.45,12141.0,1800.0,3.0,3.0,flat,28.4158,77.0118
sector 69,1.2,10909.0,1100.0,2.0,3.0,flat,28.3966,77.0341
sector 86,1.25,7396.0,1529.0,3.0,2.0,flat,28.3986,76.9384
sector 46,2.2,24202.0,909.0,3.0,3.0,house,28.4374,77.0586
sector 28,1.91,16609.0,1278.0,2.0,2.0,flat,28.4728,77.0865
sohna road,0.95,6543.0,1129.0,2.0,2.0,flat,,
sector 89,0.88,7978.0,1103.0,2.0,2.0,flat,28.4253,76.9439
sector 48,7.69,24069.0,3195.0,4.0,5.0,house,28.4177,77.0359
sector 78,1.1,5055.0,2176.0,3.0,3.0,flat,28.3733,76.9729
sector 13,0.9,11465.0,785.0,2.0,4.0,house,28.4757,77.0392
sector 69,1.32,8413.0,1419.0,3.0,3.0,flat,28.3966,77.0341
sector 70,1.9,9744.0,1765.0,3.0,3.0,flat,28.3968,77.0233
sector 59,4.25,18519.0,2077.0,3.0,4.0,flat,28.4051,77.1097
sector 26,4.5,33333.0,1350.0,5.0,5.0,house,28.4757,77.1032
sohna road,1.2,6742.0,1780.0,3.0,3.0,flat,,
sector 81,2.2,11190.0,1900.0,3.0,4.0,flat,28.3867,76.9485
sector 49,4.05,20769.0,2000.0,3.0,3.0,house,28.4121,77.048
sector 55,3.1,20026.0,1548.0,5.0,4.0,house,28.4281,77.11
sector 74,1.55,13790.0,1300.0,2.0,2.0,flat,28.4158,77.0118
sector 89,1.5,7059.0,1923.0,3.0,3.0,flat,28.4253,76.9439
sector 4,0.65,13000.0,500.0,2.0,1.0,house,28.4738,77.0107
sector 88a,1.5,8108.0,1674.0,3.0,3.0,flat,28.4347,76.9557
sector 33,1.1,9910.0,1100.0,2.0,2.0,flat,28.442,77.0207
sector 109,5.85,26423.0,2214.0,4.0,5.0,house,28.5073,77.0089
sector 82,1.75,6903.0,2535.0,4.0,5.0,flat,28.3935,76.96
sector 28,1.39,11583.0,1450.0,2.0,2.0,house,28.4728,77.0865
sector 28,5.5,14612.0,3406.0,4.0,5.0,flat,28.4728,77.0865
sector 66,3.2,17778.0,1800.0,3.0,3.0,flat,28.3925,77.0541
sector 70,1.0,10309.0,1078.0,3.0,2.0,flat,28.3968,77.0233
sector 47,5.15,26615.0,1935.0,3.0,9.0,house,28.4276,77.0492
sector 81,0.88,8044.0,1223.0,2.0,2.0,flat,28.3867,76.9485
sector 108,2.9,14478.0,2003.0,3.0,4.0,flat,28.5134,76.983
sector 92,0.75,4744.0,1415.0,3.0,3.0,flat,28.4079,76.9153
sector 56,7.25,29340.0,2471.0,8.0,8.0,house,28.4245,77.0991
sector 13,0.45,4808.0,936.0,1.0,1.0,house,28.4757,77.0392
sector 88a,1.62,10019.0,1463.0,3.0,2.0,flat,28.4347,76.9557
sector 50,11.5,35494.0,3240.0,5.0,6.0,house,28.4178,77.0628
sector 57,3.6,20833.0,1728.0,4.0,4.0,house,28.4232,77.0752
sector 46,3.6,24845.0,1449.0,5.0,5.0,house,28.4374,77.0586
