price,area,locality,property_type,bedroom_num,latitude,longitude
1.6,1450,Kharghar,Apartment,3,19.07044601,73.08354187
1.35,1160,Airoli,Apartment,2,19.15964127,72.99494171
0.68,624,Koper Khairane,Apartment,1,19.1027832,73.01050568
1.3,700,Dahisar,Apartment,2,19.25590324,72.865242
0.55,180,Malad,Apartment,1,19.20177078,72.8190155
0.72,900,Badlapur,Apartment,2,18.44682503,73.84476471
1.03,650,Ghansoli,Apartment,1,19.11989021,73.00995636
0.59,600,Vasai,Apartment,2,19.39190292,72.84085083
2.35,1250,Thane,Apartment,2,19.22686768,72.97250366
0.54,670,Ulwe,Apartment,1,18.97902107,73.0478363
1.4,1250,Mira Road,Apartment,2,19.30032921,72.86357117
1.5,450,Prabhadevi,Apartment,1,19.01514816,72.83035278
1.5,575,Prabhadevi,Apartment,1,19.01514816,72.83035278
1.8,550,Prabhadevi,Apartment,1,19.01514816,72.83035278
1.5,450,Prabhadevi,Apartment,1,19.01514816,72.83035278
2.0,620,Dadar,Apartment,1,19.02109528,72.83779144
2.4,720,Dadar,Apartment,2,19.02109528,72.83779144
2.0,580,Dadar,Apartment,1,19.02109528,72.83779144
1.9,550,Prabhadevi,Apartment,1,19.01514816,72.83035278
1.6,510,Prabhadevi,Apartment,1,19.01514816,72.83035278
1.8,650,Prabhadevi,Apartment,1,19.01514816,72.83035278
0.9,980,Kamothe,Apartment,2,19.01295471,73.1014328
0.74,675,Thane,Apartment,2,19.26561546,72.95918274
4.91,1063,Byculla,Apartment,3,18.9780407,72.84068298
4.89,1063,Byculla,Apartment,3,18.9780407,72.84068298
8.8,2100,Wadala,Apartment,4,19.0109005,72.84886932
7.2,1655,Wadala,Apartment,3,19.0109005,72.84886932
5.75,1111,Mahalaxmi,Apartment,3,18.98426056,72.81542206
0.84,587,Vikhroli,Apartment,2,19.11157036,72.93235779
0.68,500,Vikhroli,Apartment,1,19.10041809,72.92739868
14.85,2750,Mahalaxmi,Apartment,5,18.98426056,72.81542206
10.6,1960,Mahalaxmi,Apartment,4,18.98426056,72.81542206
8.55,1603,Mahalaxmi,Apartment,4,18.98426056,72.81542206
4.19,1090,Bandra,Apartment,3,19.06643867,72.85619354
5.26,1408,Bandra,Apartment,4,19.06643867,72.85619354
0.68,500,Vikhroli,Apartment,1,19.10041809,72.92739868
8.3,1988,Andheri,Apartment,4,19.13839912,72.82879639
0.49,485,Girgaon,Apartment,1,18.95722961,72.81967163
1.37,663,Thane,Apartment,2,19.2308712,72.98613739
2.68,1324,Thane,Apartment,3,19.2308712,72.98613739
0.82,450,Thane,Apartment,1,19.2308712,72.98613739
1.19,598,Thane,Apartment,2,19.2308712,72.98613739
2.34,1150,Thane,Apartment,3,19.2308712,72.98613739
1.55,761,Thane,Apartment,2,19.2308712,72.98613739
1.64,808,Thane,Apartment,2,19.2308712,72.98613739
1.3,632,Thane,Apartment,2,19.2308712,72.98613739
4.05,1686,Thane,Apartment,4,19.2308712,72.98613739
1.95,944,Thane,Apartment,3,19.2308712,72.98613739
2.03,991,Thane,Apartment,3,19.2308712,72.98613739
3.96,1753,Thane,Apartment,4,19.2308712,72.98613739
0.12,350,Karjat,Apartment,1,18.91663742,73.33035278
0.18,450,Karjat,Apartment,1,18.91853333,73.32813263
0.46,780,Vichumbe,Apartment,2,18.99252892,73.13413239
0.38,412,Mira Road,Apartment,1,19.28028488,72.88607788
0.73,1500,Naigaon,Apartment,3,19.35938072,72.85646057
5.0,955,Matunga,Apartment,3,19.02890778,72.85312653
0.32,694,Boisar,Apartment,2,19.78699875,72.78223419
0.73,1500,Naigaon,Apartment,3,19.35938072,72.85646057
0.99,1500,Vasai,Apartment,3,19.37581062,72.82493591
1.66,2400,Vasai,Apartment,5,19.3900795,72.82788849
0.1,425,Boisar,Apartment,1,19.77603722,72.77236938
1.8,979,Mira Road,Apartment,3,19.27273941,72.86670685
0.73,775,Vashi,Apartment,2,19.08944893,73.01311493
0.11,460,Taloje,Apartment,1,19.07429886,73.11659241
11.63,4663,Thane,Apartment,5,19.2063961,72.95719147
10.31,4366,Thane,Apartment,5,19.2063961,72.95719147
11.6,4938,Thane,Apartment,5,19.2063961,72.95719147
7.05,2985,Thane,Apartment,5,19.2063961,72.95719147
6.69,2831,Thane,Apartment,5,19.2063961,72.95719147
6.63,2806,Thane,Apartment,5,19.2063961,72.95719147
6.4,2710,Thane,Apartment,5,19.2063961,72.95719147
5.53,2339,Thane,Apartment,5,19.2063961,72.95719147
2.5,1505,Thane,Apartment,3,19.20824814,72.98790741
5.18,2192,Thane,Apartment,5,19.2063961,72.95719147
4.46,1876,Thane,Apartment,5,19.2063961,72.95719147
4.42,1870,Thane,Apartment,5,19.2063961,72.95719147
4.68,1983,Thane,Apartment,4,19.2063961,72.95719147
4.68,1981,Thane,Apartment,4,19.2063961,72.95719147
3.57,1552,Thane,Apartment,4,19.2063961,72.95719147
3.41,1442,Thane,Apartment,4,19.2063961,72.95719147
3.4,1438,Thane,Apartment,4,19.2063961,72.95719147
3.3,1396,Thane,Apartment,4,19.2063961,72.95719147
2.6,1099,Thane,Apartment,3,19.2063961,72.95719147
2.88,1735,Thane,Apartment,3,19.20824814,72.98790741
2.22,938,Thane,Apartment,3,19.2063961,72.95719147
2.58,1093,Thane,Apartment,3,19.2063961,72.95719147
2.2,903,Thane,Apartment,3,19.2063961,72.95719147
1.78,1075,Thane,Apartment,2,19.20824814,72.98790741
0.64,480,Santacruz,Apartment,1,19.0891571,72.8374176
0.24,780,Vasai,Apartment,1,19.38549232,72.83437347
0.44,635,Nerul,Apartment,1,19.03474617,73.01525879
3.15,1013,Mulund,Apartment,3,19.16991043,72.93874359
0.86,800,Ghatkopar,Apartment,2,19.10124397,72.91378021
0.07,200,Naigaon,Apartment,1,19.34781075,72.87174988
0.08,800,Nalasopara,Apartment,2,19.43118095,72.8469696
0.32,301,Parel,Apartment,1,18.99790382,72.84116364
0.22,300,Bhandup,Apartment,1,19.15442848,72.93182373
0.42,350,Ghansoli,Independent House,1,19.11289978,73.00533295
0.2,330,Nerul,Apartment,1,19.04724503,73.02110291
0.53,800,Kalwa,Apartment,2,19.19865036,73.00214386
0.42,780,Bhayandar,Apartment,2,19.3073616,72.86156464
0.32,490,Airoli,Apartment,1,19.16434669,72.99758148
0.22,300,Andheri,Apartment,1,19.11686325,72.86997986
0.58,520,Ghatkopar,Apartment,1,19.09131432,72.90499115
0.3,300,Kandivali,Apartment,1,19.2099781,72.83068848
0.26,450,Kalwa,Apartment,1,19.19865036,73.00214386
0.51,466,Borivali,Apartment,1,19.24913406,72.84872437
0.9,480,Dadar,Apartment,1,19.02011108,72.83763123
0.27,650,Nalasopara,Apartment,2,19.41890907,72.79888916
0.55,900,Kamothe,Apartment,2,19.01495171,73.0954895
1.39,550,Bhandup,Apartment,2,19.16042709,72.93684387
0.18,300,Goregaon,Apartment,1,19.15316391,72.87567139
0.19,380,Mira Road,Apartment,1,19.30018616,72.86538696
0.32,450,Belapur,Apartment,1,19.01506615,73.03377533
0.74,750,Borivali,Apartment,2,19.23628807,72.86975861
1.75,510,Parel,Apartment,1,19.00226212,72.83683014
1.65,676,Borivali,Apartment,2,19.22006226,72.85852814
1.7,697,Borivali,Apartment,2,19.22006226,72.85852814
0.35,690,Ulwe,Apartment,1,18.97902107,73.0478363
0.62,685,Ulwe,Apartment,1,18.97902107,73.0478363
1.41,850,Thane,Apartment,2,19.20824814,72.98790741
1.0,820,Thane,Apartment,2,19.21105385,72.95979309
0.75,600,Thane,Apartment,1,19.23470879,72.98818207
0.63,730,Ulwe,Apartment,1,18.97902107,73.0478363
0.56,520,Thane,Apartment,1,19.2383709,72.99481201
0.76,610,Thane,Apartment,1,19.21675301,72.99372864
0.88,600,Thane,Apartment,1,19.21327782,72.95954132
3.49,750,Dadar,Apartment,2,19.02046394,72.84812927
1.15,800,Thane,Apartment,2,19.21763992,72.98793793
0.55,710,Ulwe,Apartment,1,18.97902107,73.0478363
1.45,860,Thane,Apartment,2,19.20824814,72.98790741
1.55,920,Thane,Apartment,2,19.20727539,72.98799133
0.7,600,Thane,Apartment,1,19.21688843,72.99127197
1.9,1200,Thane,Apartment,2,19.23395538,72.98749542
1.2,400,Lower Parel,Apartment,1,18.99543571,72.82868958
0.95,1190,Ulwe,Apartment,2,18.96770859,73.02297974
1.35,1230,Panvel,Apartment,2,19.00650597,73.10905457
0.34,940,Khopoli,Apartment,2,18.79475975,73.28526306
2.55,811,Goregaon,Apartment,2,19.16399574,72.85372162
2.95,1050,Borivali,Apartment,2,19.21893883,72.86227417
2.34,745,Goregaon,Apartment,2,19.16399574,72.85372162
0.75,850,Goregaon,Apartment,2,19.1560955,72.88613892
0.76,860,Goregaon,Apartment,2,19.1560955,72.88613892
0.86,1100,Ulwe,Apartment,2,18.97902107,73.0478363
0.74,900,Goregaon,Apartment,2,19.15259552,72.8908844
0.45,675,Dombivali,Apartment,1,19.22126961,73.10635376
0.55,1040,Taloja,Apartment,2,19.07494545,73.09876251
0.7,800,Mira Road,Apartment,1,19.28604317,72.87023163
2.4,900,Dahisar,Apartment,2,19.25656128,72.85044098
3.4,1350,Dahisar,Apartment,3,19.25656128,72.85044098
0.9,516,Dahisar,Apartment,1,19.25233269,72.84396362
2.0,3000,Karjat,Villa,6,18.90983391,73.34146118
4.25,1150,Khar,Apartment,2,19.07042885,72.83401489
0.56,800,Dombivali,Apartment,2,19.22143745,73.10630035
1.27,1100,Thane,Apartment,2,19.25643539,72.97244263
2.0,1500,Vashi,Apartment,3,19.08943939,73.00421906
3.1,1400,Nerul,Apartment,3,19.04163551,73.00876617
2.4,1200,Vashi,Apartment,2,19.09006882,73.00334167
0.39,650,Kalyan,Apartment,1,19.21933174,73.13209534
1.1,1300,Dombivali,Apartment,3,19.20712852,73.098526
0.41,630,Diva,Apartment,1,19.18354416,73.04331207
0.65,915,Dombivli,Apartment,3,19.22168732,73.07939148
0.7,900,Dombivali,Apartment,2,19.21670151,73.10176086
0.45,590,Dombivali,Apartment,2,19.21223259,73.09503937
0.45,560,Dombivali,Apartment,1,19.21405792,73.09462738
0.35,560,Dombivali,Apartment,1,19.21406555,73.09329224
0.48,650,Dombivali,Apartment,1,19.20222282,73.09500885
0.5,705,Dombivali,Apartment,1,19.20209312,73.0944519
0.53,650,Dombivali,Apartment,1,19.20659637,73.09819031
0.44,580,Dombivali,Apartment,1,19.21473885,73.09448242
0.72,935,Dombivali,Apartment,2,19.20213699,73.0945282
0.4,540,Dombivali,Apartment,1,19.21381378,73.09357452
0.48,600,Dombivali,Apartment,1,19.20822906,73.09577179
0.55,675,Dombivali,Apartment,1,19.20693588,73.09814453
2.2,1050,Malad,Apartment,2,19.14728546,72.79506683
1.66,611,Chembur,Apartment,2,19.05249405,72.88655853
0.67,750,Mira Road,Apartment,1,19.28095818,72.87423706
0.4,880,Boisar,Apartment,2,22.62704659,88.3991394
1.95,1200,Bhandup,Apartment,2,19.15668869,72.938591
2.44,1486,Bhandup,Apartment,3,19.14114952,72.9325943
0.3,830,Badlapur,Apartment,2,19.14466095,73.2467804
4.25,1150,Khar,Apartment,2,19.07042885,72.83401489
0.56,800,Dombivali,Apartment,2,19.22143745,73.10630035
1.27,1100,Thane,Apartment,2,19.25643539,72.97244263
0.62,987,Taloja,Apartment,2,19.0740509,73.11254883
0.33,510,Naigaon,Apartment,1,19.36569214,72.8601532
3.8,850,Bandra,Apartment,2,19.05692291,72.82497406
6.0,1400,Bandra,Apartment,3,19.04673576,72.82369995
1.79,633,Kandivali,Apartment,2,19.19971085,72.85366821
1.35,1260,Kalyan,Apartment,2,19.2446003,73.12349701
2.56,985,Kandivali,Apartment,3,19.20050049,72.873703
1.77,650,Kandivali,Apartment,2,19.20050049,72.873703
1.35,534,Goregaon,Apartment,1,19.15316391,72.87567139
1.4,804,Koper Khairane,Apartment,2,19.09443855,73.00896454
0.7,390,Koper Khairane,Apartment,1,19.09361649,73.01157379
0.31,615,Virar,Apartment,1,19.47210121,72.80583954
3.5,1600,Chembur,Apartment,3,19.04473114,72.90990448
0.28,600,Virar,Apartment,1,19.46762085,72.79753113
6.5,1200,Khar,Apartment,3,19.07024956,72.8334198
0.29,600,Virar,Apartment,1,19.46670723,72.79970551
5.25,1000,Khar,Apartment,3,19.07024956,72.8334198
7.75,1500,Santacruz,Apartment,3,19.08271599,72.83628082
6.25,1200,Santacruz,Apartment,3,19.08271599,72.83628082
0.25,595,Nala Sopara,Apartment,1,19.43055916,72.81002045
5.5,1000,Santacruz,Apartment,3,19.08271599,72.83628082
9.5,1800,Santacruz,Apartment,4,19.08286476,72.83622742
10.0,1900,Santacruz,Apartment,4,19.08286476,72.83622742
6.21,1250,Santacruz,Apartment,3,19.08286476,72.83622742
3.11,900,Santacruz,Apartment,2,19.08271599,72.83628082
0.26,600,Virar,Apartment,1,19.46875572,72.79780579
0.24,600,Virar,Apartment,1,19.47026253,72.80318451
0.24,595,Nala Sopara,Apartment,1,19.43349648,72.81319427
0.22,595,Nalasopara,Apartment,1,19.41014671,72.78446198
0.23,595,Nala Sopara,Apartment,1,19.43055916,72.81002045
0.24,595,Nala Sopara,Apartment,1,19.43139267,72.81340027
10.0,1900,Santacruz,Apartment,4,19.08286476,72.83622742
6.21,1250,Santacruz,Apartment,3,19.08286476,72.83622742
3.11,900,Santacruz,Apartment,2,19.08271599,72.83628082
0.26,600,Virar,Apartment,1,19.46875572,72.79780579
0.24,600,Virar,Apartment,1,19.47026253,72.80318451
0.24,595,Nala Sopara,Apartment,1,19.43349648,72.81319427
0.22,595,Nalasopara,Apartment,1,19.41014671,72.78446198
0.23,595,Nala Sopara,Apartment,1,19.43055916,72.81002045
0.24,595,Nala Sopara,Apartment,1,19.43139267,72.81340027
0.24,595,Nala Sopara,Apartment,1,19.4330616,72.81352997
0.24,595,Nala Sopara,Apartment,1,19.42958069,72.8079071
0.75,720,Mira Road,Apartment,1,19.28560066,72.86910248
1.08,999,Mira Road,Apartment,2,19.28560066,72.86910248
0.74,720,Mira Road,Apartment,1,19.28560066,72.86910248
0.32,400,Kalyan,Apartment,1,19.24070168,73.14421082
2.2,1100,Chembur,Apartment,2,19.05316734,72.91209412
1.5,1620,Kharghar,Apartment,3,19.03447914,73.07565308
0.75,1520,Badlapur,Apartment,3,18.49951172,73.93989563
1.4,740,Mulund,Apartment,2,19.18757439,72.9404068
2.81,841,Chembur,Apartment,3,19.04473114,72.90990448
0.54,1080,Ulwe,Apartment,2,18.97902107,73.0478363
5.75,2200,Powai,Apartment,3,19.12483025,72.91654968
0.68,795,Mira Road,Apartment,1,19.27744293,72.87704468
6.5,2740,Hiranandani Estates,Independent House,3,19.26084709,72.97283936
0.55,700,Ulwe,Apartment,1,18.95559311,73.01063538
1.54,1240,Kharghar,Apartment,2,19.07082176,73.08248138
0.78,960,Mira Road,Apartment,2,19.29754639,72.87713623
1.71,1340,Mira Road,Apartment,3,19.29399872,72.87438965
9.8,2080,Powai,Apartment,3,19.11348724,72.91153717
1.25,1000,Thane,Apartment,3,19.22665024,72.97557831
2.75,1100,Chembur,Apartment,2,19.0673027,72.90022278
1.75,631,Kanjurmarg,Apartment,2,19.13327599,72.93379211
1.63,985,Powai,Apartment,2,19.12290955,72.91329956
4.55,1550,Powai,Apartment,3,19.10557175,72.89860535
2.45,1300,Powai,Apartment,2,19.11077309,72.90171051
1.85,850,Powai,Apartment,2,19.10513878,72.90019989
2.25,1150,Malad,Apartment,2,19.17896652,72.83389282
4.15,1670,Malad,Apartment,3,19.17857933,72.83287048
9.45,2060,Powai,Apartment,3,19.1235714,72.91304016
3.25,1530,Malad,Apartment,3,19.17896652,72.83389282
2.3,1150,Malad,Apartment,2,19.18694305,72.83223724
3.35,1550,Malad,Apartment,3,19.19348717,72.82184601
3.25,1450,Malad,Apartment,3,19.17857933,72.83287048
2.2,950,Chembur,Apartment,2,19.04581451,72.89766693
1.58,1500,Kharghar,Apartment,3,19.07230759,73.07858276
1.65,750,Ghatkopar,Apartment,2,19.06878281,72.90055084
2.6,1350,Thane,Apartment,3,19.25382042,72.97923279
3.75,1100,Mahim,Apartment,2,19.03245926,72.83863068
3.5,1100,Mahim,Apartment,2,19.03217316,72.84738922
1.0,1250,Ulwe,Apartment,2,18.97053909,73.0177002
1.9,862,Malad,Apartment,2,19.19516945,72.84430695
2.1,900,Chembur,Apartment,2,19.04992294,72.90982056
0.5,610,Thane,Apartment,1,19.27105522,72.96084595
0.8,950,Thane,Apartment,2,19.26664734,72.96237946
0.95,950,Hiranandani Estates,Apartment,2,19.26084709,72.97283936
0.97,1072,Mira Road,Apartment,2,19.26568794,72.87653351
0.82,920,Kamothe,Apartment,2,19.01634216,73.09558105
4.0,4500,Thane,Independent Floor,6,19.22232819,72.98812103
1.86,1400,Kharghar,Apartment,3,19.04759026,73.0774765
1.9,1092,Kharghar,Apartment,2,19.04732704,73.0769043
1.7,787,Thane,Apartment,2,19.23519135,72.97426605
2.05,2175,Ulwe,Apartment,2,18.97521591,73.05850983
9.0,4500,Thane,Villa,4,19.22890091,72.97228241
1.16,1500,Panvel,Apartment,3,19.00475121,73.10092163
1.38,1505,Kharghar,Apartment,5,19.08679008,73.07328796
1.14,1505,Kharghar,Apartment,4,19.08679008,73.07328796
1.05,1290,Kharghar,Apartment,3,19.08679008,73.07328796
0.61,760,Kharghar,Apartment,2,19.08679008,73.07328796
2.55,1025,Thane,Apartment,3,19.22405052,72.96396637
0.33,950,Titwala,Apartment,2,19.29598045,73.20859528
0.31,710,Titwala,Apartment,1,19.29598045,73.20859528
0.36,710,Titwala,Apartment,1,19.29794502,73.20832825
0.3,650,Titwala,Apartment,1,19.29628181,73.21102142
1.97,1250,Bhandup,Apartment,2,19.15668869,72.938591
1.75,550,Goregaon,Apartment,1,19.16584778,72.83401489
1.9,1780,Ulwe,Apartment,3,18.97614098,73.02811432
2.4,1150,Powai,Apartment,2,19.11825371,72.89620972
1.04,428,Malad,Apartment,1,19.17985725,72.83942413
0.75,450,Dahisar,Apartment,1,19.25233269,72.84396362
0.98,965,Mira Road,Apartment,2,19.29109955,72.87136078
0.65,720,Mira Road,Apartment,1,19.29502869,72.87395477
1.05,575,Kandivali,Apartment,1,19.21396065,72.86315155
0.54,410,Malad,Apartment,1,19.20177078,72.8190155
1.2,560,Mulund,Apartment,1,19.17366028,72.96535492
0.65,700,Mira Road,Apartment,1,19.29759216,72.87301636
0.49,725,Karanjade,Apartment,1,18.97126007,73.11167908
0.52,725,Kalyan,Apartment,1,19.26787567,73.13653564
0.65,1050,Karanjade,Apartment,2,18.9758091,73.10879517
0.55,710,Ulwe,Apartment,1,18.98021317,73.02484894
9.5,3125,Nerul,Apartment,5,19.0434761,73.00894165
0.7,1400,Dombivali,Villa,2,19.20101738,73.09404755
0.88,550,Malad,Apartment,1,19.2013855,72.81656647
1.4,700,Malad,Apartment,2,19.20138359,72.81665802
2.2,1200,Mulund,Apartment,2,19.16602707,72.93453979
0.64,980,Vasai,Apartment,2,19.39392662,72.84822845
0.38,670,Vasai,Apartment,1,19.39401817,72.84829712
0.88,550,Malad,Apartment,1,19.20138931,72.81652832
0.9,550,Malad,Apartment,1,19.20158577,72.81725311
1.42,700,Malad,Apartment,2,19.20144081,72.81728363
0.85,746,Kharghar,Apartment,2,19.03347778,73.06053925
1.68,1125,Nerul,Apartment,2,19.0361557,73.02041626
0.55,790,Vasai,Apartment,2,19.39555359,72.84725952
0.38,605,Vasai,Apartment,1,19.39516449,72.84716034
3.95,1250,Andheri,Apartment,3,19.13663673,72.81559753
0.9,980,Kalyan,Apartment,2,19.24243546,73.13716125
1.4,1390,Mira Road,Apartment,3,19.27273941,72.86670685
0.89,990,Mira Road,Apartment,2,19.28919983,72.87090302
1.1,470,Kandivali,Apartment,1,19.21312332,72.83655548
0.63,710,Mira Road,Apartment,1,19.28919983,72.87090302
2.65,2430,Mira Road,Apartment,3,19.28860664,72.87742615
1.4,1331,Mira Road,Apartment,2,19.30032921,72.86357117
1.15,1271,Mira Road,Apartment,2,19.2885437,72.87614441
0.65,628,Koper Khairane,Apartment,1,19.1027832,73.01050568
4.1,1245,Andheri,Apartment,2,19.12928963,72.835289
0.85,632,Koper Khairane,Apartment,1,19.1027832,73.01050568
2.35,2000,Kharghar,Apartment,3,19.06883812,73.06955719
3.5,995,Byculla,Apartment,2,18.9732933,72.83237457
3.0,830,Byculla,Apartment,2,18.9732933,72.83237457
2.2,1350,Vashi,Apartment,2,19.09103394,73.008461
3.49,1400,Chembur,Apartment,3,19.06413651,72.89202118
1.45,800,Mulund,Apartment,2,19.17417526,72.9654541
0.47,800,Taloja,Apartment,1,19.06361198,73.12116241
2.15,800,Chembur,Apartment,2,19.06415558,72.89208984
1.99,1230,Thane,Apartment,2,19.18938255,72.96760559
2.04,701,Andheri,Apartment,2,19.1139679,72.86844635
2.5,560,Bandra,Apartment,1,19.05145073,72.82541656
0.6,682,Kamothe,Apartment,1,19.01552391,73.09092712
7.75,5000,Ghatkopar,Independent House,7,19.07508087,72.89839172
1.7,850,Ghatkopar,Apartment,3,19.08041954,72.91756439
0.98,1050,Ghansoli,Apartment,2,19.13016319,72.99938202
1.0,1100,Ghansoli,Apartment,2,19.12484169,72.99926758
1.7,1240,Nerul,Apartment,2,19.0232811,73.02342224
0.8,950,Ghansoli,Apartment,2,19.13016319,72.99938202
0.65,695,Ghansoli,Apartment,1,19.13268471,72.99506378
1.35,1200,Ghansoli,Apartment,2,19.11507416,73.00112915
0.97,1190,Ghansoli,Apartment,2,19.12616158,72.99758911
1.05,1050,Ghansoli,Apartment,2,19.13019943,73.0019989
0.72,720,Ghansoli,Apartment,1,19.13019943,73.0019989
1.11,1150,Ghansoli,Apartment,2,19.12484169,72.99926758
0.68,720,Ghansoli,Apartment,1,19.1259613,72.99919891
0.72,710,Ghansoli,Apartment,1,19.13016319,72.99938202
0.97,1050,Kamothe,Apartment,2,19.01382828,73.09668732
1.15,1100,Kamothe,Apartment,2,19.01400185,73.10150146
1.05,1050,Ghansoli,Apartment,2,19.12614441,72.99567413
1.11,1100,Ghansoli,Apartment,2,19.12614441,72.99567413
1.65,1275,Ghansoli,Apartment,2,19.126894,72.99461365
0.52,670,Dombivali,Apartment,1,19.20101738,73.09404755
0.55,650,Kharghar,Apartment,1,19.07268333,73.07879639
0.76,655,Airoli,Apartment,1,19.14341927,72.99730682
0.59,752,Kalamboli,Apartment,1,19.03228569,73.10133362
1.03,823,Malad,Apartment,2,19.19106674,72.85397339
1.0,795,Malad,Apartment,2,19.19106674,72.85397339
1.05,800,Dahisar,Apartment,1,19.25757408,72.85173798
2.6,1000,Borivali,Apartment,3,19.23949242,72.85430145
0.62,680,Kamothe,Apartment,1,19.01791573,73.09322357
0.48,580,Sector 22 Kamothe,Apartment,1,19.01470184,73.10036469
0.3,350,Kamothe,Apartment,1,19.01791573,73.09322357
0.52,600,Kamothe,Apartment,1,19.01791573,73.09322357
0.45,580,Kamothe,Apartment,1,19.01791573,73.09322357
0.45,580,Kamothe,Apartment,1,19.01793671,73.0944519
2.2,1050,Malad,Apartment,2,19.14728546,72.79506683
0.36,690,Kalyan,Apartment,1,19.2226181,73.13422394
0.32,680,Taloja,Apartment,1,19.08086014,73.11267853
0.34,665,Taloja,Apartment,1,19.08086014,73.11267853
0.98,816,Kalyan,Apartment,2,19.22985268,73.13449097
0.46,675,Kalyan,Apartment,1,19.2226181,73.13422394
0.82,1155,Kalamboli,Apartment,2,19.04346466,73.09616089
1.4,924,Thane,Apartment,2,19.23075676,72.97348022
0.75,950,Kalyan,Apartment,2,19.26453018,73.12340546
0.42,645,Kalyan,Apartment,1,19.26264763,73.12200928
0.48,610,Kamothe,Apartment,1,19.01406479,73.10146332
0.55,640,Kamothe,Apartment,1,19.01791573,73.09322357
1.0,610,Mulund,Apartment,1,19.17944717,72.95689392
3.5,1620,Mulund,Apartment,3,19.16048431,72.94541931
1.85,970,Powai,Apartment,2,19.12312317,72.91333771
2.25,1500,Kandivali,Apartment,3,19.20575714,72.82209778
1.45,1053,Kandivali,Apartment,2,19.20575714,72.82209778
4.5,1570,Powai,Apartment,3,19.11448669,72.89634705
2.0,807,Vikhroli,Apartment,2,19.11128807,72.92541504
2.2,1450,Mulund,Apartment,3,19.17123413,72.95899963
0.39,840,Bhiwandi,Apartment,2,19.23742676,73.01324463
10.2,2500,Wadala,Apartment,4,19.03787613,72.8789444
0.42,1100,Badlapur,Apartment,2,19.1695118,73.24747467
3.65,1900,Koper Khairane,Apartment,5,19.09442139,73.00611877
1.5,749,Thane,Apartment,2,19.20920753,72.94970703
0.38,680,Nalasopara,Apartment,1,19.43118095,72.8469696
1.35,565,Girgaon,Apartment,1,18.95588684,72.83377075
1.5,551,Girgaon,Apartment,1,18.95713043,72.82692719
1.45,800,Dahisar,Apartment,2,19.25618935,72.86355591
1.43,800,Dahisar,Apartment,2,19.25618935,72.86355591
1.18,700,Dahisar,Apartment,2,19.25618935,72.86355591
0.5,912,Titwala,Apartment,2,19.29733276,73.20366669
0.33,640,Panvel,Apartment,1,18.97771835,73.10051727
5.5,1380,Matunga,Apartment,3,19.0312767,72.84217834
1.45,1200,Kharghar,Apartment,2,19.0344677,73.07588196
0.7,700,Mira Road,Apartment,1,19.27744293,72.87704468
0.29,600,Taloja,Apartment,1,19.07126999,73.09740448
0.51,1058,Taloja,Apartment,2,19.07132149,73.09736633
0.55,1053,Taloja,Apartment,2,19.07131577,73.09731293
0.7,675,Bhayandar,Apartment,1,19.30260086,72.86190033
0.62,590,Mira Road,Apartment,1,19.26572227,72.8765564
2.05,888,Thane,Apartment,2,19.21039772,72.97322083
1.46,800,Dahisar,Apartment,2,19.25618935,72.86355591
1.65,667,Kandivali,Apartment,2,19.21144485,72.8372345
2.35,875,Borivali,Apartment,2,19.2177639,72.84664154
1.55,598,Kandivali,Apartment,2,19.20652008,72.8211441
0.88,395,Kandivali,Apartment,1,19.20258904,72.82205963
1.7,700,Goregaon,Apartment,2,19.16684914,72.84156036
1.99,728,Kandivali,Apartment,2,19.20511246,72.83838654
1.95,678,Borivali,Apartment,2,19.23934746,72.83852386
1.03,440,Goregaon,Apartment,1,19.1645031,72.84579468
1.55,720,Kandivali,Apartment,2,19.20571518,72.83318329
1.17,420,Goregaon,Apartment,1,19.15717697,72.84467316
1.69,645,Borivali,Apartment,2,19.23185539,72.85574341
2.4,800,Kandivali,Apartment,2,19.20656395,72.83274841
1.9,700,Andheri,Apartment,2,19.13640022,72.82959747
1.5,658,Kandivali,Apartment,2,19.21356392,72.81957245
1.05,400,Kandivali,Apartment,1,19.20632172,72.83396149
1.9,726,Borivali,Apartment,2,19.22628212,72.86451721
2.45,780,Borivali,Apartment,2,19.23037148,72.84434509
1.03,823,Malad,Apartment,2,19.19106674,72.85397339
1.0,795,Malad,Apartment,2,19.19106674,72.85397339
1.05,800,Dahisar,Apartment,1,19.25757408,72.85173798
2.6,1000,Borivali,Apartment,3,19.23949242,72.85430145
0.62,680,Kamothe,Apartment,1,19.01791573,73.09322357
0.48,580,Sector 22 Kamothe,Apartment,1,19.01470184,73.10036469
0.3,350,Kamothe,Apartment,1,19.01791573,73.09322357
0.52,600,Kamothe,Apartment,1,19.01791573,73.09322357
0.45,580,Kamothe,Apartment,1,19.01791573,73.09322357
0.45,580,Kamothe,Apartment,1,19.01793671,73.0944519
0.52,530,Kamothe,Apartment,1,19.01791573,73.09322357
0.34,644,Shivkar,Apartment,1,18.98352432,73.15011597
0.67,1120,Badlapur,Apartment,2,19.15452957,73.23560333
0.67,1120,Badlapur,Apartment,2,19.15452957,73.23560333
1.85,950,Borivali,Apartment,2,19.24913406,72.84872437
0.95,595,Dahisar,Apartment,1,19.24968338,72.85036469
1.6,950,Dahisar,Apartment,2,19.24824142,72.8560791
